soc,power,current,ocv,ir0,c_rate,line_voltage,power_out,deltaP,converged,iterations,error
1e-06,-100,-25.925925925925927,2.60711586998087,0.02635418350528925,3.786835608652719,3.290372479377258,-85.30595316904002,-14.694046830959977,False,2,
1e-06,-75,-23.286121391061368,2.60711586998087,0.026354183505289244,2.985400178341201,3.220802586247342,-75.00000000000001,1.4210854715202004e-14,True,2,
1e-06,-50,-16.444656345634762,2.60711586998087,0.026354183505289248,2.10828927508138,3.0405013609951475,-49.99999999999998,-2.1316282072803006e-14,True,2,
1e-06,-25,-8.805376712201392,2.60711586998087,0.026354183505289255,1.1288944502822298,2.8391743836874257,-24.999999999999996,-3.552713678800501e-15,True,2,
1e-06,0,0.0,2.60711586998087,0.026354183505289248,0.0,2.60711586998087,0.0,0.0,True,1,
1e-06,25,10.759341837944586,2.60711586998087,0.026354183505289258,1.3794027997364855,2.323562200787542,25.0,0.0,True,2,
1e-06,50,26.02460696106401,2.60711586998087,0.026354183505289244,3.3364880719312833,1.921258602475961,50.00000000000001,-7.105427357601002e-15,True,2,
1e-06,75,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,100,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,125,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,150,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,175,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,200,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,225,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,250,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,275,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,300,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,325,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,350,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,375,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,400,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,425,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,450,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,475,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,500,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,525,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,550,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,575,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,600,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,625,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,650,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,675,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,700,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,725,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,750,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,775,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,800,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,825,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,850,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,875,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,900,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,925,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,950,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,975,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1000,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1025,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1050,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1075,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1100,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1125,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1150,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1175,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1200,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1225,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1250,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1275,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1300,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1325,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1350,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1375,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1400,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1425,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1450,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1475,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1500,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1525,,2.60711586998087,0.02635418350528925,1.0,,,,False,1,No solution exists for discriminant 
0.025642,-100,-25.925925925925927,2.9186791508459864,0.022030913958009535,3.62072530709638,3.489850994201789,-90.47761836819454,-9.522381631805459,False,2,
0.025642,-75,-22.032425896375912,2.9186791508459864,0.022030913958009546,2.8246699867148606,3.4040736300552656,-74.99999999999999,-1.4210854715202004e-14,True,2,
0.025642,-50,-15.352029447136537,2.9186791508459864,0.02203091395800954,1.9682089034790433,3.25689839067668,-49.99999999999999,-7.105427357601002e-15,True,2,
0.025642,-25,-8.07351160849829,2.9186791508459864,0.022030913958009556,1.0350655908331141,3.0965459904318036,-25.0,0.0,True,2,
0.025642,0,0.0,2.9186791508459864,0.022030913958009535,0.0,2.9186791508459864,0.0,0.0,True,1,
0.025642,25,9.205112359287149,2.9186791508459864,0.022030913958009542,1.1801426101650192,2.715882112484721,24.999999999999993,7.105427357601002e-15,True,2,
0.025642,50,20.215863328803675,2.9186791508459864,0.022030913958009546,2.591777349846625,2.473305205262232,50.0,0.0,True,2,
0.025642,75,34.87970935561017,2.9186791508459864,0.022030913958009546,4.471757609693611,2.150247275152158,75.0,0.0,True,2,
0.025642,100,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,125,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,150,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,175,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,200,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,225,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,250,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,275,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,300,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,325,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,350,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,375,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,400,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,425,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,450,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,475,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,500,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,525,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,550,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,575,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,600,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,625,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,650,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,675,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,700,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,725,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,750,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,775,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,800,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,825,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,850,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
0.025642,875,,2.9186791508459864,0.02203091395800954,1.0,,,,False,1,No solution exists for discriminant 
