soc,power,current,ocv,ir0,c_rate,line_voltage,power_out,deltaP,converged,iterations,error
1e-06,-100,-25.925925925925927,2.764423076923077,0.03305763900353614,4.546122891549472,3.621472977014755,-93.89004014482698,-6.109959855173017,True,2,
1e-06,-75,-21.567812917841888,2.764423076923077,0.03305763900353615,3.594635486306981,3.477404050456898,-74.99999999999999,-1.4210854715202004e-14,True,2,
1e-06,-50,-15.290959053915557,2.764423076923077,0.033057639003536136,2.548493175652593,3.26990608134527,-49.99999999999999,-7.105427357601002e-15,True,2,
1e-06,-25,-8.23293422499872,2.764423076923077,0.03305763900353614,1.3721557041664534,3.0365844444729424,-25.000000000000014,1.4210854715202004e-14,True,2,
1e-06,0,0.0,2.764423076923077,0.03305763900353614,0.0,2.764423076923077,0.0,0.0,True,1,
1e-06,25,10.31609639039483,2.764423076923077,0.03305763900353614,1.7193493983991381,2.4233972865237225,24.999999999999996,3.552713678800501e-15,True,2,
1e-06,50,26.458091839618902,2.764423076923077,0.03305763900353616,4.409681973269817,1.8897810281665497,50.00000000000001,-7.105427357601002e-15,True,2,
1e-06,75,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
1e-06,100,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
1e-06,125,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
1e-06,150,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
1e-06,175,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
1e-06,200,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
1e-06,225,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
1e-06,250,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
1e-06,275,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
1e-06,300,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
1e-06,325,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
1e-06,350,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
1e-06,375,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
1e-06,400,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
1e-06,425,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
1e-06,450,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
1e-06,475,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
1e-06,500,,2.764423076923077,0.03305763900353614,1.0,,,,False,1,No solution exists for discriminant 
