soc,power,current,ocv,ir0,c_rate,line_voltage,power_out,deltaP,converged,iterations,error
1e-06,-100,-25.925925925925927,2.60711586998087,0.009672228744361739,4.864884923958625,2.8578773559458037,-74.09311663563196,-25.906883364368042,True,7,
1e-06,-75,-25.925925925925927,2.60711586998087,0.008431701802375569,3.785258993198904,2.825715546338755,-73.25929194211587,-1.7407080578841345,True,5,
1e-06,-50,-18.08243379094495,2.60711586998087,0.008737686475180338,2.58320482727785,2.7651145071543537,-49.99999999999998,-2.1316282072803006e-14,True,5,
1e-06,-25,-9.253402064710453,2.60711586998087,0.01022252879393557,1.321914580672922,2.7017090390292355,-25.00000000000002,2.1316282072803006e-14,True,4,
1e-06,0,0.0,2.60711586998087,0.00911753976340771,0.0,2.60711586998087,0.0,0.0,True,1,
1e-06,25,9.97618885970949,2.60711586998087,0.010139029867970484,1.4251698371013557,2.505966993163761,25.0,0.0,True,4,
1e-06,50,20.541045969589952,2.60711586998087,0.008420468930350733,2.93443513851285,2.4341506305970313,49.99999999999999,7.105427357601002e-15,True,5,
1e-06,75,32.57544536951507,2.60711586998087,0.009355765344593737,4.653635052787868,2.3023476471080544,75.0,0.0,True,8,
1e-06,100,53.199542635895575,2.60711586998087,0.01367305855982142,7.599934662270797,1.8797154081645533,100.0,0.0,True,11,
1e-06,125,,2.60711586998087,0.013784928357256693,7.937924794104393,,,,False,4,No solution exists for discriminant 
1e-06,150,,2.60711586998087,0.012497235976869006,6.5334487656972,,,,False,3,No solution exists for discriminant 
1e-06,175,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,200,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,225,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,250,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,275,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,300,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,325,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,350,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,375,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,400,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,425,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,450,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,475,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,500,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,525,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,550,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,575,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,600,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,625,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,650,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,675,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,700,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,725,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,750,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,775,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,800,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,825,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,850,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,875,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,900,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,925,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,950,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,975,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1000,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1025,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1050,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1075,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1100,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1125,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1150,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1175,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1200,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1225,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1250,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1275,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1300,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1325,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1350,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1375,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
1e-06,1400,,2.60711586998087,0.010369188310951072,1.0,,,,False,1,No solution exists for discriminant 
