DISA,Altitude,Mach,FRAC,power_kW,FuelFlow_kgph,JetThrust_N
0,1523.999951232002,0.1,0.5,436.4118664920001,205.9958157558741,324.55933246674
0,1523.999951232002,0.1,0.6,523.7133542500001,223.751819157126,374.84645956674
0,1523.999951232002,0.1,0.7,610.980238052,242.1561275875896,427.68974294508
0,1523.999951232002,0.1,0.8,698.261463704,260.9935683450967,482.10638397852
0,1523.999951232002,0.1,0.9,785.5511131879999,280.8472127246666,538.9887044955
0,1523.999951232002,0.1,1.0,872.84285744,301.7085525885876,596.68375484046
0,1523.999951232002,0.15,0.0,1.2602551,105.0523744784541,0.0
0,1523.999951232002,0.15,0.5,436.415827752,205.8200188048626,272.07796071582
0,1523.999951232002,0.15,0.6,523.7051131879999,223.5711108220993,318.95348100462
0,1523.999951232002,0.15,0.7,610.979190668,241.9481638315341,368.67073329576
0,1523.999951232002,0.15,0.8,698.25777548,260.7320359766851,420.21730716546
0,1523.999951232002,0.15,0.9,785.5651372419999,280.4100691377121,474.53801343816
0,1523.999951232002,0.15,1.0,872.842766428,301.1168992371405,530.05099835856
0,1523.999951232002,0.2,0.0,3.13761259,105.3312183293114,0.0
0,1523.999951232002,0.2,0.5,436.402350516,205.519295014243,219.53790804666
0,1523.999951232002,0.2,0.6,523.707207956,223.283450526989,263.10066542088
0,1523.999951232002,0.2,0.7,610.9653486379999,241.651509312982,309.60686334774
0,1523.999951232002,0.2,0.8,698.26082662,260.3713046921891,358.30942772646
0,1523.999951232002,0.2,0.9,785.568688948,279.9126181714597,409.82070497046
0,1523.999951232002,0.2,1.0,872.828651362,300.2833024447065,463.3105593669
0,1523.999951232002,0.25,0.0,5.461748734,105.7002018430554,0.0
0,1523.999951232002,0.25,0.5,436.407177136,205.1543091930509,166.93407235092
0,1523.999951232002,0.25,0.6,523.706615632,222.8987761284587,207.16434340308
0,1523.999951232002,0.25,0.7,610.970402788,241.2976024101424,250.50480987924
0,1523.999951232002,0.25,0.8,698.2477589380001,259.9727382535607,296.17895491044
0,1523.999951232002,0.25,0.9,785.538273036,279.3335862067495,344.98594570188
0,1523.999951232002,0.25,1.0,872.8309274080001,299.3189822754242,396.26051091858
0,1523.999951232002,0.3,0.0,8.203474044,106.1813485863195,0.0
0,1523.999951232002,0.3,0.5,436.409316664,204.7047014135898,114.21491655168
0,1523.999951232002,0.3,0.6,523.678659282,222.4239120081648,151.12982692878
0,1523.999951232002,0.3,0.7,610.97135916,240.8520924409871,191.32765711248
0,1523.999951232002,0.3,0.8,698.245618664,259.4926198225529,234.03914972886
0,1523.999951232002,0.3,0.9,785.522336984,278.6911628616529,280.03033274412
0,1523.999951232002,0.3,1.0,872.818634074,298.3882993322145,328.7564193102
0,1523.999951232002,0.35,0.0,11.505988442,106.7824172171823,0.0
0,1523.999951232002,0.35,0.5,436.389146316,204.1751402509299,61.32738228078
0,1523.999951232002,0.35,0.6,523.6721937,221.8934086158033,94.98065758398
0,1523.999951232002,0.35,0.7,610.97818879,240.3578962374127,132.09484821708
0,1523.999951232002,0.35,0.8,698.2290447820001,258.9198414747347,171.77044847634
0,1523.999951232002,0.35,0.9,785.5340842459999,277.9954277483444,214.99385114676
0,1523.999951232002,0.35,1.0,872.801149326,297.4521052341468,260.87426458758
0,1523.999951232002,0.4,0.0,15.11280743,107.4184587572349,0.0
0,1523.999951232002,0.4,0.5,436.4059477279999,203.5342163329402,8.23262768118
0,1523.999951232002,0.4,0.6,523.677019574,221.2657624640298,38.63966764812
0,1523.999951232002,0.4,0.7,610.964620542,239.6708989712419,72.67853690202
0,1523.999951232002,0.4,0.8,698.2439797019999,258.2860698942212,109.39986964116
0,1523.999951232002,0.4,0.9,785.511864636,277.2920687148689,149.62783651536
0,1523.999951232002,0.4,1.0,872.80151412,296.5274476019233,192.74324530062
0,1523.999951232002,0.45,0.0,19.32580886,108.0718183294929,0.0
0,1523.999951232002,0.45,0.5,436.39461002,202.7860265342466,0.0
0,1523.999951232002,0.45,0.6,523.667685622,220.54571323959,-17.94725992332
0,1523.999951232002,0.45,0.7,610.94891202,238.8810765613717,12.99958488528
0,1523.999951232002,0.45,0.8,698.2372410840001,257.6026422470289,46.91444666202
0,1523.999951232002,0.45,0.9,785.524248982,276.5461348405153,84.16581150348
0,1523.999951232002,0.45,1.0,872.80461002,295.6276893486347,124.39886714136
0,1523.999951232002,0.5,0.0,24.607140478,108.6536774511476,0.0
0,1523.999951232002,0.5,0.5,436.417603978,201.8388817059784,0.0
0,1523.999951232002,0.5,0.6,523.6984655819999,219.7061482126463,-74.82666240798
0,1523.999951232002,0.5,0.7,610.983926276,238.0167403436452,-46.90185819942
0,1523.999951232002,0.5,0.8,698.276808178,256.6784126883788,-15.85893183882
0,1523.999951232002,0.5,0.9,785.549929286,275.7065698135717,18.5600645034
0,1523.999951232002,0.5,1.0,872.82373373,294.7264461712783,55.9082537496
0,1523.999951232002,0.55,0.0,30.53793522,109.363597004536,0.0
0,1523.999951232002,0.55,0.5,436.408998122,200.5856595943029,0.0
0,1523.999951232002,0.55,0.6,523.694777358,218.7293778860565,-132.12688429752
0,1523.999951232002,0.55,0.7,610.977915754,236.9852594073301,-107.27333134686
0,1523.999951232002,0.55,0.8,698.249943972,255.6927332852218,-78.97314630072
0,1523.999951232002,0.55,0.9,785.5470154100001,274.775515873265,-47.23654672044
0,1523.999951232002,0.55,1.0,872.813352394,293.7613550017237,-12.79840523934
0,2285.999926848002,0.0,0.0,2.38519699,97.37877391717319,0.0
0,2285.999926848002,0.0,0.5,436.416420076,196.301028624331,419.17262045736
0,2285.999926848002,0.0,0.6,523.69377548,214.0268638328949,477.409882131
0,2285.999926848002,0.0,0.7,610.987796524,232.4070298494965,537.96587189226
0,2285.999926848002,0.0,0.8,698.2683395859999,251.9083809062869,600.17195555184
0,2285.999926848002,0.0,0.9,785.565410278,272.8883364486074,662.95467086646
0,2285.999926848002,0.0,1.0,872.836846918,295.27112698612,724.92926915724
0,2285.999926848002,0.05,0.0,2.606361372,97.42511112709789,0.0
0,2285.999926848002,0.05,0.5,436.410045506,196.2665773567087,369.922204407
0,2285.999926848002,0.05,0.6,523.68321212,213.9889290288488,424.85964748626
0,2285.999926848002,0.05,0.7,610.98215005,232.3577443120748,482.36692067214
0,2285.999926848002,0.05,0.8,698.26323993,251.8372229145423,541.78828961334
0,2285.999926848002,0.05,0.9,785.539456938,272.7738896921891,602.19515724732
0,2285.999926848002,0.05,1.0,872.8249176319999,295.0996561513199,662.11268509554
0,2285.999926848002,0.1,0.0,3.292168124,97.54758227469837,0.0
0,2285.999926848002,0.1,0.5,436.417603978,196.1538578654632,320.68359838074
