phase,time_sec,,disaDegC,weight,fuel,palt_m,palt_ft,ktas,kcas,dist_km,dist_nm,grad_deg,roc_mps,prop1_J,prop1_Cp,prop1_eta,prop1_thrust_N,prop1_rpm,prop1_power_W,turb1_FuelFlow_kgph,turb1_power_kW,turb1_JetThrust_N,,turb1_pla,gearBox1_PowerIn_W,gearBox1_PowerOut_W,motor1_1_powerOut_W,motor1_1_powerDraw_W,,,motor1_1_pla,prop2_J,prop2_Cp,prop2_eta,prop2_thrust_N,prop2_rpm,prop2_power_W,turb2_FuelFlow_kgph,turb2_power_kW,turb2_JetThrust_N,turb2_pla,gearBox2_PowerIn_W,gearBox2_PowerOut_W,motor2_1_powerOut_W,motor2_1_powerDraw_W,motor2_1_pla,prop3_J,prop3_Cp,prop3_eta,prop3_thrust_N,prop3_rpm,prop3_power_W,turb3_FuelFlow_kgph,turb3_power_kW,turb3_JetThrust_N,turb3_pla,gearBox3_PowerIn_W,gearBox3_PowerOut_W,motor3_1_powerOut_W,motor3_1_powerDraw_W,,motor3_1_pla,prop4_J,prop4_Cp,prop4_eta,prop4_thrust_N,prop4_rpm,prop4_power_W,turb4_FuelFlow_kgph,turb4_power_kW,turb4_JetThrust_N,turb4_pla,gearBox4_PowerIn_W,gearBox4_PowerOut_W,motor4_1_powerOut_W,motor4_1_powerDraw_W,motor4_1_pla,electricON,turbineON,fuelFlowSum_kgph,powerElecOutSum_W,powerElecDrawSum_W,powerTurbSum_W,propThrustSum_N,turbThrustSum_N,totalThrustSum_N,batt1_soc,batt1_temp_degC,batt1_voltage,,batt1_current,,batt1_power_W,,,,batt1_CRate,batt1_heatRate_W,batt1_eta,batt1_OCV,Cell_OCV,Cell_ir0,batt1_cooling_W,batt_minSOC,batt_minVoltage,mach,satDegC,cd,cl
Res-cruise,2239.513243,37.32522071,0,37554.43977,997.9306513,2438.399922,8000,202.3971,180,148.7799667,80.33476425,0,0,1.594929869,0.143834866,0.884068983,5035.959805,990,604715.4139,231.0344707,620.0307365,195.2761524,,10.655506,620030.7365,604715.4139,0,0,110,#DIV/0!,0,1.594929869,0.143834866,0.884068983,5035.959805,990,604715.4139,231.0344707,620.0307365,195.2761524,10.655506,620030.7365,604715.4139,0,0,0,1.594929869,0.143834866,0.884068983,5035.959805,990,604715.4139,231.0344707,620.0307365,195.2761524,10.655506,620030.7365,604715.4139,0,0,,0,1.594929869,0.143834866,0.884068983,5035.959805,990,604715.4139,231.0344707,620.0307365,195.2761524,10.655506,620030.7365,604715.4139,0,0,0,0,1,924.1378828,0,0,2480122.946,20143.83922,781.1046098,20924.94383,0.209678225,76.04614213,664.7530839,3.165490876,165.4747712,0.369363329,109999.8645,109.9998645,110,,0.064237101,234.0307383,0.997872445,666.1680407,3.172228765,,0,0.209678225,664.7530839,0.314755707,-0.849599493,0.047265196,0.832241079
Res-cruise,2526.348814,42.10581357,0,37480.80766,924.2985475,2438.399922,8000,202.3971,180,178.645875,96.46106643,0,0,1.594929869,0.143834824,0.884068974,5035.958281,990,604715.2382,231.0344326,620.0305594,195.2760608,,10.65550296,620030.5594,604715.2382,0,0,110,#DIV/0!,0,1.594929869,0.143834824,0.884068974,5035.958281,990,604715.2382,231.0344326,620.0305594,195.2760608,10.65550296,620030.5594,604715.2382,0,0,0,1.594929869,0.143834824,0.884068974,5035.958281,990,604715.2382,231.0344326,620.0305594,195.2760608,10.65550296,620030.5594,604715.2382,0,0,,0,1.594929869,0.143834824,0.884068974,5035.958281,990,604715.2382,231.0344326,620.0305594,195.2760608,10.65550296,620030.5594,604715.2382,0,0,0,0,1,924.1377304,0,0,2480122.238,20143.83312,781.1042433,20924.93737,0.204553515,76.06497518,662.8283925,3.156325679,165.9544415,0.370434021,109999.3157,109.9993157,110,,0.064423308,393.7904656,0.996420064,666.1677205,3.17222724,,0,0.204553515,662.8283925,0.314755707,-0.849599493,0.047265181,0.832240805
Res-cruise,2813.232406,46.88720676,0,37407.2357,850.7265862,2438.399922,8000,202.3971,180,208.5167833,112.5900684,0,0,1.594929869,0.143585398,0.884013682,5026.867464,990,603666.9903,230.8070835,618.9734,194.7292931,,10.63733452,618973.4,603666.9903,0,0,110,#DIV/0!,0,1.594929869,0.143585398,0.884013682,5026.867464,990,603666.9903,230.8070835,618.9734,194.7292931,10.63733452,618973.4,603666.9903,0,0,0,1.594929869,0.143585398,0.884013682,5026.867464,990,603666.9903,230.8070835,618.9734,194.7292931,10.63733452,618973.4,603666.9903,0,0,,0,1.594929869,0.143585398,0.884013682,5026.867464,990,603666.9903,230.8070835,618.9734,194.7292931,10.63733452,618973.4,603666.9903,0,0,0,0,1,923.2283341,0,0,2475893.6,20107.46986,778.9171723,20886.38703,0.199412999,76.08400658,660.8896766,3.147093698,166.4412469,0.37152064,109999.3018,109.9993018,110,,0.064612285,397.8711266,0.996382967,664.2521039,3.163105257,,0,0.199412999,660.8896766,0.314755707,-0.849599493,0.047178055,0.830609051
Res-cruise,3100.115998,51.66859996,0,37333.73601,777.2268969,2438.399922,8000,202.3971,180,238.3876916,128.7190703,0,0,1.594929869,0.143336666,0.883958544,5017.801955,990,602621.6605,230.5803547,617.9191246,194.184017,,10.61921564,617919.1246,602621.6605,0,0,110,#DIV/0!,0,1.594929869,0.143336666,0.883958544,5017.801955,990,602621.6605,230.5803547,617.9191246,194.184017,10.61921564,617919.1246,602621.6605,0,0,0,1.594929869,0.143336666,0.883958544,5017.801955,990,602621.6605,230.5803547,617.9191246,194.184017,10.61921564,617919.1246,602621.6605,0,0,,0,1.594929869,0.143336666,0.883958544,5017.801955,990,602621.6605,230.5803547,617.9191246,194.184017,10.61921564,617919.1246,602621.6605,0,0,0,0,1,922.3214188,0,0,2471676.498,20071.20782,776.7360678,20847.94389,0.194257232,76.10337049,658.9063224,3.137649154,166.9422061,0.372638853,109999.2751,109.9992751,110,,0.064806757,404.8227572,0.996319769,662.3256484,3.153931659,,0,0.194257232,658.9063224,0.314755707,-0.849599493,0.047091171,0.828978628
Res-descent,3122.160865,52.03601442,0,37331.30834,774.7992216,2285.999927,7500,200.8848543,180,240.6607952,129.9464482,-3.835649417,-6.913173606,0,0,0,-1261.065575,0,0,99.11185793,11.25972303,0,,0,11259.72303,2316.247973,0,0,110,#DIV/0!,0,0,0,0,-1261.065575,0,0,99.11185793,11.25972303,0,0,11259.72303,2316.247973,0,0,0,0,0,0,-1261.065575,0,0,99.11185793,11.25972303,0,0,11259.72303,2316.247973,0,0,,0,0,0,0,-1261.065575,0,0,99.11185793,11.25972303,0,0,11259.72303,2316.247973,0,0,0,0,1,396.4474317,0,0,45038.89212,-5044.262302,0,-5044.262302,0.193860454,76.10430793,658.7506965,3.136908079,166.9440141,0.372642889,109974.4856,109.9744856,110,,0.064807459,255.042168,0.997680897,660.3551139,3.144548162,,0,0.193860454,658.7506965,0.311837254,0.141000475,0.046984554,0.826973528
Res-descent,3144.346977,52.40578294,0,37328.83039,772.3212717,2133.599932,7000,199.3885088,180,242.9314113,131.172483,-3.839838708,-6.869162048,0,0,0,-1261.627054,0,0,100.520314,10.63167757,0,,0,10631.67757,2124.364078,0,0,110,#DIV/0!,0,0,0,0,-1261.627054,0,0,100.520314,10.63167757,0,0,10631.67757,2124.364078,0,0,0,0,0,0,-1261.627054,0,0,100.520314,10.63167757,0,0,10631.67757,2124.364078,0,0,,0,0,0,0,-1261.627054,0,0,100.520314,10.63167757,0,0,10631.67757,2124.364078,0,0,0,0,1,402.0812558,0,0,42526.7103,-5046.508216,0,-5046.508216,0.193461041,76.10525252,658.5970397,3.136176379,166.982698,0.372729237,109974.3106,109.9743106,110,,0.064822476,255.3519242,0.997678077,660.2034655,3.143826026,,0,0.193461041,658.5970397,0.30895502,1.131600444,0.046962159,0.826551738
Res-descent,3166.675206,52.7779201,0,37326.30162,769.792505,1981.199937,6500,197.9078596,180,245.199592,132.3972027,-3.84394942,-6.825440167,0,0,0,-1262.176757,0,0,101.9288188,9.997225739,0,,0,9997.225739,1938.04293,0,0,110,#DIV/0!,0,0,0,0,-1262.176757,0,0,101.9288188,9.997225739,0,0,9997.225739,1938.04293,0,0,0,0,0,0,-1262.176757,0,0,101.9288188,9.997225739,0,0,9997.225739,1938.04293,0,0,,0,0,0,0,-1262.176757,0,0,101.9288188,9.997225739,0,0,9997.225739,1938.04293,0,0,0,0,1,407.715275,0,0,39988.90296,-5048.707029,0,-5048.707029,0.193058977,76.10620432,658.4423621,3.13543982,167.0216569,0.372816198,109974.1343,109.9741343,110,,0.0648376,255.6639625,0.997675236,660.05081,3.143099095,,0,0.193058977,658.4423621,0.30610846,2.122200412,0.046940146,0.826136917
Res-descent,3189.146424,53.1524404,0,37323.72149,767.2123754,1828.799941,6000,196.4427058,180,247.4653878,133.6206347,-3.847983206,-6.782008796,0,0,0,-1262.71496,0,0,103.3373729,9.356493459,0,,0,9356.493459,1757.548204,0,0,110,#DIV/0!,0,0,0,0,-1262.71496,0,0,103.3373729,9.356493459,0,0,9356.493459,1757.548204,0,0,0,0,0,0,-1262.71496,0,0,103.3373729,9.356493459,0,0,9356.493459,1757.548204,0,0,,0,0,0,0,-1262.71496,0,0,103.3373729,9.356493459,0,0,9356.493459,1757.548204,0,0,0,0,1,413.3494916,0,0,37425.97384,-5050.85984,0,-5050.85984,0.192654243,76.10716339,658.286657,3.134698367,167.060893,0.372903779,109973.9568,109.9739568,110,,0.064852831,255.9782963,0.997672373,659.897141,3.142367338,,0,0.192654243,658.286657,0.303297039,3.11280038,0.046918502,0.825728855
Res-descent,3211.761495,53.52935825,0,37321.08945,764.5803335,1676.399946,5500,194.9928492,180,249.7288482,134.8428057,-3.851941687,-6.738868628,0,0,0,-1263.24193,0,0,104.7459769,8.70960405,0,,0,8709.60405,1583.139079,0,0,110,#DIV/0!,0,0,0,0,-1263.24193,0,0,104.7459769,8.70960405,0,0,8709.60405,1583.139079,0,0,0,0,0,0,-1263.24193,0,0,104.7459769,8.70960405,0,0,8709.60405,1583.139079,0,0,,0,0,0,0,-1263.24193,0,0,104.7459769,8.70960405,0,0,8709.60405,1583.139079,0,0,0,0,1,418.9839076,0,0,34838.4162,-5052.967721,0,-5052.967721,0.192246821,76.1081298,658.1299176,3.133951989,167.1004084,0.372991983,109973.778,109.973778,110,,0.064868171,256.2949388,0.99766949,659.7424515,3.141630722,,0,0.192246821,658.1299176,0.30052023,4.103400349,0.046897215,0.825327343
Res-descent,3234.521282,53.90868804,0,37318.40481,761.8956911,1523.999951,5000,193.5580941,180,251.9900212,136.0637416,-3.855826454,-6.69602022,0,0,0,-1263.757929,0,0,106.1599618,8.081605177,0,,0,8081.605177,1421.339696,0,0,110,#DIV/0!,0,0,0,0,-1263.757929,0,0,106.1599618,8.081605177,0,0,8081.605177,1421.339696,0,0,0,0,0,0,-1263.757929,0,0,106.1599618,8.081605177,0,0,8081.605177,1421.339696,0,0,,0,0,0,0,-1263.757929,0,0,106.1599618,8.081605177,0,0,8081.605177,1421.339696,0,0,0,0,1,424.639847,0,0,32326.42071,-5055.031716,0,-5055.031716,0.191836695,76.1091036,657.9721372,3.133200653,167.1402051,0.373080815,109973.598,109.973598,110,,0.06488362,256.6139033,0.997666586,659.5867351,3.140889215,,0,0.191836695,657.9721372,0.297777515,5.094000317,0.046876276,0.824932179
Res-descent,3257.426643,54.29044406,0,37315.66527,759.1561535,1371.599956,4500,192.1382479,180,254.2489538,137.2834677,-3.859639068,-6.653464005,0,0,0,-1264.263211,0,0,107.6422168,7.210276216,0,,0,7210.276216,1209.113166,0,0,110,#DIV/0!,0,0,0,0,-1264.263211,0,0,107.6422168,7.210276216,0,0,7210.276216,1209.113166,0,0,0,0,0,0,-1264.263211,0,0,107.6422168,7.210276216,0,0,7210.276216,1209.113166,0,0,,0,0,0,0,-1264.263211,0,0,107.6422168,7.210276216,0,0,7210.276216,1209.113166,0,0,0,0,1,430.5688672,0,0,28841.10486,-5057.052844,0,-5057.052844,0.191423847,76.11008486,657.8133092,3.132444329,167.1802853,0.37317028,109973.4167,109.9734167,110,,0.064899179,256.9352035,0.997663661,659.4299849,3.140142785,,0,0.191423847,657.8133092,0.295068384,6.084600285,0.046855672,0.824543166
Res-descent,3280.478432,54.67464054,0,37312.8702,756.3610848,1219.199961,4000,190.7331203,180,256.5056918,138.5020089,-3.863381106,-6.611200367,0,0,0,-1264.758025,0,0,109.1265357,6.328853193,0,,0,6328.853193,1008.932368,0,0,110,#DIV/0!,0,0,0,0,-1264.758025,0,0,109.1265357,6.328853193,0,0,6328.853193,1008.932368,0,0,0,0,0,0,-1264.758025,0,0,109.1265357,6.328853193,0,0,6328.853193,1008.932368,0,0,,0,0,0,0,-1264.758025,0,0,109.1265357,6.328853193,0,0,6328.853193,1008.932368,0,0,0,0,1,436.5061427,0,0,25315.41277,-5059.032099,0,-5059.032099,0.19100826,76.11107363,657.6534267,3.131682984,167.2206511,0.373260382,109973.2342,109.9732342,110,,0.064914849,257.2588527,0.997660714,659.2721944,3.139391402,,0,0.19100826,657.6534267,0.292392338,7.075200254,0.046835391,0.824160073
Res-descent,3303.677499,55.06129165,0,37310.01896,753.5098452,1066.799966,3500,189.3425237,180,258.7602798,139.7193892,-3.867054069,-6.569229493,0,0,0,-1265.242612,0,0,110.6128817,5.437526663,0,,0,5437.526663,821.3369923,0,0,110,#DIV/0!,0,0,0,0,-1265.242612,0,0,110.6128817,5.437526663,0,0,5437.526663,821.3369923,0,0,0,0,0,0,-1265.242612,0,0,110.6128817,5.437526663,0,0,5437.526663,821.3369923,0,0,,0,0,0,0,-1265.242612,0,0,110.6128817,5.437526663,0,0,5437.526663,821.3369923,0,0,0,0,1,442.4515269,0,0,21750.10665,-5060.970448,0,-5060.970448,0.190589916,76.11206999,657.4924832,3.130916587,167.2613045,0.373351126,109973.0505,109.9730505,110,,0.064930631,257.5848646,0.997657746,659.1133569,3.138635033,,0,0.190589916,657.4924832,0.289748883,8.065800222,0.046815423,0.823782711
Res-descent,3327.024691,55.45041152,0,37307.11091,750.6017911,914.3999707,3000,187.9662732,180,261.0127614,140.9356321,-3.870659429,-6.527551458,0,0,0,-1265.717209,0,0,112.101219,4.536483323,0,,0,4536.483323,646.8588562,0,0,110,#DIV/0!,0,0,0,0,-1265.717209,0,0,112.101219,4.536483323,0,0,4536.483323,646.8588562,0,0,0,0,0,0,-1265.717209,0,0,112.101219,4.536483323,0,0,4536.483323,646.8588562,0,0,,0,0,0,0,-1265.717209,0,0,112.101219,4.536483323,0,0,4536.483323,646.8588562,0,0,0,0,1,448.4048762,0,0,18145.93329,-5062.868836,0,-5062.868836,0.190168797,76.11307398,657.330472,3.130145105,167.3022477,0.373442517,109972.8655,109.9728655,110,,0.064946525,257.913253,0.997654756,658.9534657,3.137873646,,0,0.190168797,657.330472,0.287137536,9.05640019,0.046795757,0.823410898
Res-descent,3350.52085,55.84201417,0,37304.14539,747.6362752,761.9999756,2500,186.6041864,180,263.263179,142.1507605,-3.874198632,-6.486166229,0,0,0,-1266.182046,0,0,113.5915124,3.625906101,0,,0,3625.906101,486.0218941,0,0,110,#DIV/0!,0,0,0,0,-1266.182046,0,0,113.5915124,3.625906101,0,0,3625.906101,486.0218941,0,0,0,0,0,0,-1266.182046,0,0,113.5915124,3.625906101,0,0,3625.906101,486.0218941,0,0,,0,0,0,0,-1266.182046,0,0,113.5915124,3.625906101,0,0,3625.906101,486.0218941,0,0,0,0,1,454.3660497,0,0,14503.6244,-5064.728184,0,-5064.728184,0.189744888,76.11408568,657.1673865,3.129368507,167.3434828,0.37353456,109972.6792,109.9726792,110,,0.064962532,258.2440318,0.997651744,658.7925144,3.137107211,,0,0.189744888,657.1673865,0.284557821,10.04700016,0.046776384,0.823044454
Res-descent,3374.166817,56.23611361,0,37301.10455,744.5954314,609.5999805,2000,185.2560835,180,265.511574,143.3647968,-3.877673092,-6.445073668,0,0,0,-1266.637348,0,0,115.7389566,2.766244321,0,,0,2766.244321,348.4655715,0,0,110,#DIV/0!,0,0,0,0,-1266.637348,0,0,115.7389566,2.766244321,0,0,2766.244321,348.4655715,0,0,0,0,0,0,-1266.637348,0,0,115.7389566,2.766244321,0,0,2766.244321,348.4655715,0,0,,0,0,0,0,-1266.637348,0,0,115.7389566,2.766244321,0,0,2766.244321,348.4655715,0,0,0,0,1,462.9558264,0,0,11064.97728,-5066.54939,0,-5066.54939,0.18931817,76.11510514,657.0032199,3.128586761,167.3850118,0.373627259,109972.4917,109.9724917,110,,0.064978654,258.577215,0.99764871,658.6304962,3.136335696,,0,0.18931817,657.0032199,0.28200927,11.03760013,0.046757294,0.822683205
Res-descent,3397.963423,56.63272372,0,37297.99008,741.4809628,457.1999854,1500,183.9217871,180,267.7579866,144.5777627,-3.881084651,-6.404274288,0,0,0,-1267.083332,0,0,117.7908188,1.975037946,0,,0,1975.037946,234.1258764,0,0,110,#DIV/0!,0,0,0,0,-1267.083332,0,0,117.7908188,1.975037946,0,0,1975.037946,234.1258764,0,0,0,0,0,0,-1267.083332,0,0,117.7908188,1.975037946,0,0,1975.037946,234.1258764,0,0,,0,0,0,0,-1267.083332,0,0,117.7908188,1.975037946,0,0,1975.037946,234.1258764,0,0,0,0,1,471.1632754,0,0,7900.151783,-5068.33333,0,-5068.33333,0.188888627,76.11613242,656.8379657,3.127799837,167.426837,0.373720618,109972.303,109.972303,110,,0.06499489,258.912815,0.997645654,658.4674047,3.13555907,,0,0.188888627,656.8379657,0.279491423,12.0282001,0.046738458,0.822326602
Res-circuit,3398.463423,56.64105705,0,37297.85903,741.3499106,457.1999854,1500,158.3974767,155,267.7987299,144.5997623,0,0,1.247954405,0.096483288,0.856198066,5121.055207,990,493844.3812,235.893829,508.8525024,201.9081278,,8.745166095,508852.5024,493844.3812,0,0,110,#DIV/0!,0,1.247954405,0.096483288,0.856198066,5121.055207,990,493844.3812,235.893829,508.8525024,201.9081278,8.745166095,508852.5024,493844.3812,0,0,0,1.247954405,0.096483288,0.856198066,5121.055207,990,493844.3812,235.893829,508.8525024,201.9081278,8.745166095,508852.5024,493844.3812,0,0,,0,1.247954405,0.096483288,0.856198066,5121.055207,990,493844.3812,235.893829,508.8525024,201.9081278,8.745166095,508852.5024,493844.3812,0,0,0,0,1,943.5753159,0,0,2035410.01,20484.22083,807.6325114,21291.85334,0.188879599,76.1161529,656.8341002,3.127781429,167.4689603,0.373814644,109999.3238,109.9993238,110,,0.065011242,245.6480911,0.997766822,658.3032332,3.134777301,,0,0.188879599,656.8341002,0.240704143,12.0282001,0.064488549,1.108607763
Res-circuit,3457.963423,57.63272372,0,37282.26385,725.7547319,457.1999854,1500,158.3974767,155,272.6471881,147.2177206,0,0,1.247954405,0.096482916,0.856197651,5121.033297,990,493842.4716,235.8934593,508.8506376,201.9073337,,8.745134046,508850.6376,493842.4716,0,0,110,#DIV/0!,0,1.247954405,0.096482916,0.856197651,5121.033297,990,493842.4716,235.8934593,508.8506376,201.9073337,8.745134046,508850.6376,493842.4716,0,0,0,1.247954405,0.096482916,0.856197651,5121.033297,990,493842.4716,235.8934593,508.8506376,201.9073337,8.745134046,508850.6376,493842.4716,0,0,,0,1.247954405,0.096482916,0.856197651,5121.033297,990,493842.4716,235.8934593,508.8506376,201.9073337,8.745134046,508850.6376,493842.4716,0,0,0,0,1,943.5738371,0,0,2035402.551,20484.13319,807.6293347,21291.76252,0.187805312,76.1189295,656.4217859,3.125818028,167.4698458,0.37381662,109930.8553,109.9308553,110,,0.065011586,279.8807934,0.997454029,658.2997829,3.134760871,,0,0.187805312,656.4217859,0.240704143,12.0282001,0.064488271,1.108603867
Res-circuit,3517.963423,58.63272372,0,37266.54055,710.0314337,457.1999854,1500,158.3974767,155,277.5363897,149.8576786,0,0,1.247954405,0.096438553,0.856148238,5118.426609,990,493615.2818,235.8494736,508.6287701,201.8128467,,8.741320845,508628.7701,493615.2818,0,0,110,#DIV/0!,0,1.247954405,0.096438553,0.856148238,5118.426609,990,493615.2818,235.8494736,508.6287701,201.8128467,8.741320845,508628.7701,493615.2818,0,0,0,1.247954405,0.096438553,0.856148238,5118.426609,990,493615.2818,235.8494736,508.6287701,201.8128467,8.741320845,508628.7701,493615.2818,0,0,,0,1.247954405,0.096438553,0.856148238,5118.426609,990,493615.2818,235.8494736,508.6287701,201.8128467,8.741320845,508628.7701,493615.2818,0,0,0,0,1,943.3978945,0,0,2034515.08,20473.70644,807.2513867,21280.95782,0.186721317,76.12173886,656.0047487,3.123832137,167.5752908,0.374051988,109930.1865,109.9301865,110,,0.06505252,280.8239248,0.997445434,657.8891903,3.132805668,,0,0.186721317,656.0047487,0.240704143,12.0282001,0.064455277,1.108140332
Res-circuit,3577.963423,59.63272372,0,37250.82021,694.3110908,457.1999854,1500,158.3974767,155,282.4255913,152.4976365,0,0,1.247954405,0.096393845,0.856098439,5115.799612,990,493386.3219,235.8051432,508.4051636,201.7176191,,8.737477758,508405.1636,493386.3219,0,0,110,#DIV/0!,0,1.247954405,0.096393845,0.856098439,5115.799612,990,493386.3219,235.8051432,508.4051636,201.7176191,8.737477758,508405.1636,493386.3219,0,0,0,1.247954405,0.096393845,0.856098439,5115.799612,990,493386.3219,235.8051432,508.4051636,201.7176191,8.737477758,508405.1636,493386.3219,0,0,,0,1.247954405,0.096393845,0.856098439,5115.799612,990,493386.3219,235.8051432,508.4051636,201.7176191,8.737477758,508405.1636,493386.3219,0,0,0,0,1,943.2205729,0,0,2033620.654,20463.19845,806.8704765,21270.06892,0.185636633,76.12455483,655.587435,3.121844928,167.6818242,0.374289786,109930.097,109.930097,110,,0.065093876,281.4843366,0.997439424,657.4748872,3.130832796,,0,0.185636633,655.587435,0.240704143,12.0282001,0.064422026,1.107672989
Res-approach,3604.81095,60.08018249,0,37243.76671,687.2575896,368.8079882,1210,122.1300362,120,284.1100799,153.4071878,-3.003788443,-3.292370246,0.962123078,0.094301495,0.839335068,6387.664807,990,486931.6016,236.4519901,502.0971335,265.1278489,,8.629130518,502097.1335,486931.6016,0,0,110,#DIV/0!,0,0.962123078,0.094301495,0.839335068,6387.664807,990,486931.6016,236.4519901,502.0971335,265.1278489,8.629130518,502097.1335,486931.6016,0,0,0,0.962123078,0.094301495,0.839335068,6387.664807,990,486931.6016,236.4519901,502.0971335,265.1278489,8.629130518,502097.1335,486931.6016,0,0,,0,0.962123078,0.094301495,0.839335068,6387.664807,990,486931.6016,236.4519901,502.0971335,265.1278489,8.629130518,502097.1335,486931.6016,0,0,0,0,1,945.8079604,0,0,2008388.534,25550.65923,1060.511395,26611.17062,0.185150973,76.1257314,655.4000205,3.120952478,167.7885619,0.37452804,109968.6269,109.9686269,110,,0.065135311,262.8406777,0.997609858,657.0603211,3.128858672,,0,0.185150973,655.4000205,0.185404703,12.60274808,0.233096347,1.846544749
Res-approach,3631.775721,60.52959536,0,37236.6486,680.1394854,280.415991,920,121.6145684,120,285.7947848,154.3168557,-3.003403623,-3.278054688,0.957931948,0.093156572,0.838382811,6387.511601,990,485384.2424,237.5801205,500.5837234,265.4137355,,8.603107549,500583.7234,485384.2424,0,0,110,#DIV/0!,0,0.957931948,0.093156572,0.838382811,6387.511601,990,485384.2424,237.5801205,500.5837234,265.4137355,8.603107549,500583.7234,485384.2424,0,0,0,0.957931948,0.093156572,0.838382811,6387.511601,990,485384.2424,237.5801205,500.5837234,265.4137355,8.603107549,500583.7234,485384.2424,0,0,,0,0.957931948,0.093156572,0.838382811,6387.511601,990,485384.2424,237.5801205,500.5837234,265.4137355,8.603107549,500583.7234,485384.2424,0,0,0,0,1,950.320482,0,0,2002334.893,25550.04641,1061.654942,26611.70135,0.184663054,76.12691471,655.212301,3.120058576,167.8363972,0.374634815,109968.472,109.968472,110,,0.065153881,263.194994,0.997606632,656.874702,3.127974771,,0,0.184663054,655.212301,0.18443685,13.17729606,0.233044165,1.846030181
Res-approach,3658.853518,60.98089196,0,37229.46659,672.9574709,192.0239939,630,121.1022475,120,287.4794243,155.2264884,-3.003520159,-3.264371895,0.953739918,0.092019228,0.837422818,6387.319884,990,483848.6004,238.712673,499.0813073,265.7235839,,8.577275934,499081.3073,483848.6004,0,0,110,#DIV/0!,0,0.953739918,0.092019228,0.837422818,6387.319884,990,483848.6004,238.712673,499.0813073,265.7235839,8.577275934,499081.3073,483848.6004,0,0,0,0.953739918,0.092019228,0.837422818,6387.319884,990,483848.6004,238.712673,499.0813073,265.7235839,8.577275934,499081.3073,483848.6004,0,0,,0,0.953739918,0.092019228,0.837422818,6387.319884,990,483848.6004,238.712673,499.0813073,265.7235839,8.577275934,499081.3073,483848.6004,0,0,0,0,1,954.850692,0,0,1996325.229,25549.27954,1062.894336,26612.17387,0.184172949,76.12810457,655.02374,3.119160667,167.8844828,0.374742149,109968.3218,109.9683218,110,,0.065172548,263.5485438,0.997603414,656.6882192,3.127086758,,0,0.184172949,655.02374,0.183475889,13.75184404,0.232991886,1.845514514
Res-approach,3686.044632,61.4340772,0,37222.22017,665.7110513,103.6319967,340,120.5930486,120,289.1640005,156.1360869,-3.003632576,-3.25076774,0.949547002,0.090889379,0.836455181,6387.090232,990,482324.5531,239.8495897,497.5897756,266.0571814,,8.551633775,497589.7756,482324.5531,0,0,110,#DIV/0!,0,0.949547002,0.090889379,0.836455181,6387.090232,990,482324.5531,239.8495897,497.5897756,266.0571814,8.551633775,497589.7756,482324.5531,0,0,0,0.949547002,0.090889379,0.836455181,6387.090232,990,482324.5531,239.8495897,497.5897756,266.0571814,8.551633775,497589.7756,482324.5531,0,0,,0,0.949547002,0.090889379,0.836455181,6387.090232,990,482324.5531,239.8495897,497.5897756,266.0571814,8.551633775,497589.7756,482324.5531,0,0,0,0,1,959.3983589,0,0,1990359.102,25548.36093,1064.228726,26612.58966,0.183680652,76.12930102,654.8343347,3.118258737,167.9328118,0.374850026,109968.1711,109.9681711,110,,0.065191309,263.9039175,0.997600179,656.5009012,3.126194768,,0,0.183680652,654.8343347,0.182521761,14.32639202,0.232939511,1.844997751
Res-approach,3713.34936,61.889156,0,37214.90885,658.3997307,15.23999951,50,120.0869475,120,290.848516,157.0456526,-3.003740736,-3.237241481,0.945353215,0.089766939,0.835479987,6386.823084,990,480811.9705,240.9908119,496.1090111,266.4143136,,8.526179041,496109.0111,480811.9705,0,0,110,#DIV/0!,0,0.945353215,0.089766939,0.835479987,6386.823084,990,480811.9705,240.9908119,496.1090111,266.4143136,8.526179041,496109.0111,480811.9705,0,0,0,0.945353215,0.089766939,0.835479987,6386.823084,990,480811.9705,240.9908119,496.1090111,266.4143136,8.526179041,496109.0111,480811.9705,0,0,,0,0.945353215,0.089766939,0.835479987,6386.823084,990,480811.9705,240.9908119,496.1090111,266.4143136,8.526179041,496109.0111,480811.9705,0,0,0,0,1,963.9632476,0,0,1984436.045,25547.29233,1065.657254,26612.94959,0.183186155,76.1305041,654.6440824,3.117352773,167.9813851,0.374958449,109968.0197,109.9680197,180.2614584,,0.065210165,264.2611254,0.997596927,656.3127453,3.125298787,,0,0.183186155,654.6440824,0.181574403,14.90094,0.232887034,1.844479841
