phase,time_sec,,disaDegC,weight,fuel,palt_m,palt_ft,ktas,kcas,dist_km,dist_nm,grad_deg,roc_mps,prop1_J,prop1_Cp,prop1_eta,prop1_thrust_N,prop1_rpm,prop1_power_W,turb1_FuelFlow_kgph,turb1_power_kW,turb1_JetThrust_N,,turb1_pla,gearBox1_PowerIn_W,gearBox1_PowerOut_W,motor1_1_powerOut_W,motor1_1_powerDraw_W,,,motor1_1_pla,prop2_J,prop2_Cp,prop2_eta,prop2_thrust_N,prop2_rpm,prop2_power_W,turb2_FuelFlow_kgph,turb2_power_kW,turb2_JetThrust_N,turb2_pla,gearBox2_PowerIn_W,gearBox2_PowerOut_W,motor2_1_powerOut_W,motor2_1_powerDraw_W,motor2_1_pla,prop3_J,prop3_Cp,prop3_eta,prop3_thrust_N,prop3_rpm,prop3_power_W,turb3_FuelFlow_kgph,turb3_power_kW,turb3_JetThrust_N,turb3_pla,gearBox3_PowerIn_W,gearBox3_PowerOut_W,motor3_1_powerOut_W,motor3_1_powerDraw_W,,motor3_1_pla,prop4_J,prop4_Cp,prop4_eta,prop4_thrust_N,prop4_rpm,prop4_power_W,turb4_FuelFlow_kgph,turb4_power_kW,turb4_JetThrust_N,turb4_pla,gearBox4_PowerIn_W,gearBox4_PowerOut_W,motor4_1_powerOut_W,motor4_1_powerDraw_W,motor4_1_pla,electricON,turbineON,fuelFlowSum_kgph,powerElecOutSum_W,powerElecDrawSum_W,powerTurbSum_W,propThrustSum_N,turbThrustSum_N,totalThrustSum_N,batt1_soc,batt1_temp_degC,batt1_voltage,,batt1_current,,batt1_power_W,,,,batt1_CRate,batt1_heatRate_W,batt1_eta,batt1_OCV,Cell_OCV,Cell_ir0,batt1_cooling_W,batt_minSOC,batt_minVoltage,mach,satDegC,cd,cl
Res-taxi-in,3763.34936,62.72248933,0,37214.90885,658.3997307,0,0,0.833333333,0.833333333,290.848516,157.0456526,0,0,0,0,0,-0.027185517,0,0,0,0,0,,-99,15000,3612.392704,15000,17565.36461,180.2614584,0.853953239,0.15,0,0,0,-0.027185517,0,0,0,0,0,-99,15000,3612.392704,15000,17565.36461,0.15,0,0,0,-0.027185517,0,0,0,0,0,-99,15000,3612.392704,15000,17565.36461,,0.15,0,0,0,-0.027185517,0,0,0,0,0,-99,15000,3612.392704,15000,17565.36461,0.15,1,0,0,60000,70261.45844,0,-0.108742069,0,-0.108742069,0.182607122,76.13145041,654.9557198,3.118836761,107.4081753,0.239750391,70347.59874,70.34759874,180.2586544,,0.04169572,113.5114487,0.99838642,656.1237486,3.124398803,,0,0.182607122,654.9557198,0.001259804,15,0,0
Res-taxi-in,3813.34936,63.55582266,0,37214.90885,658.3997307,0,0,1.666666667,1.666666667,290.848516,157.0456526,0,0,0,0,0,-0.108742069,0,0,0,0,0,,-99,15000,3612.392704,15000,17564.6636,180.2586544,0.85398732,0.15,0,0,0,-0.108742069,0,0,0,0,0,-99,15000,3612.392704,15000,17564.6636,0.15,0,0,0,-0.108742069,0,0,0,0,0,-99,15000,3612.392704,15000,17564.6636,,0.15,0,0,0,-0.108742069,0,0,0,0,0,-99,15000,3612.392704,15000,17564.6636,0.15,1,0,0,60000,70258.6544,0,-0.434968277,0,-0.434968277,0.182027916,76.13239784,654.7334433,3.117778301,107.4403347,0.239822176,70344.78031,70.34478031,180.2558497,,0.041708204,113.6459843,0.998384443,655.9024421,3.123344963,,0,0.182027916,654.7334433,0.002519608,15,0,0
Res-taxi-in,3863.34936,64.389156,0,37214.90885,658.3997307,0,0,2.5,2.5,290.848516,157.0456526,0,0,0,0,0,-0.244669656,0,0,0,0,0,,-99,15000,3612.392704,15000,17563.96243,180.2558497,0.854021412,0.15,0,0,0,-0.244669656,0,0,0,0,0,-99,15000,3612.392704,15000,17563.96243,0.15,0,0,0,-0.244669656,0,0,0,0,0,-99,15000,3612.392704,15000,17563.96243,,0.15,0,0,0,-0.244669656,0,0,0,0,0,-99,15000,3612.392704,15000,17563.96243,0.15,1,0,0,60000,70255.84973,0,-0.978678624,0,-0.978678624,0.181448537,76.13334639,654.5110997,3.116719522,107.4725261,0.239894031,70341.96124,70.34196124,180.2530444,,0.041720701,113.7807071,0.998382463,655.6810695,3.122290807,,0,0.181448537,654.5110997,0.003779411,15,0,0
Res-taxi-in,3913.34936,65.22248933,0,37214.90885,658.3997307,0,0,3.333333333,3.333333333,290.848516,157.0456526,0,0,0,0,0,-0.434968277,0,0,0,0,0,,-99,15000,3612.392704,15000,17563.26111,180.2530444,0.854055514,0.15,0,0,0,-0.434968277,0,0,0,0,0,-99,15000,3612.392704,15000,17563.26111,0.15,0,0,0,-0.434968277,0,0,0,0,0,-99,15000,3612.392704,15000,17563.26111,,0.15,0,0,0,-0.434968277,0,0,0,0,0,-99,15000,3612.392704,15000,17563.26111,0.15,1,0,0,60000,70253.04444,0,-1.73987311,0,-1.73987311,0.180868983,76.13429606,654.288689,3.115660424,107.5047494,0.239965958,70339.14153,70.33914153,180.2502385,,0.04173321,113.9156174,0.99838048,655.4596307,3.121236336,,0,0.180868983,654.288689,0.005039215,15,0,0
Res-taxi-in,3963.34936,66.05582266,0,37214.90885,658.3997307,0,0,4.166666667,4.166666667,290.848516,157.0456526,0,0,0,0,0,-0.679637933,0,0,0,0,0,,-99,15000,3612.392704,15000,17562.55963,180.2502385,0.854089627,0.15,0,0,0,-0.679637933,0,0,0,0,0,-99,15000,3612.392704,15000,17562.55963,0.15,0,0,0,-0.679637933,0,0,0,0,0,-99,15000,3612.392704,15000,17562.55963,,0.15,0,0,0,-0.679637933,0,0,0,0,0,-99,15000,3612.392704,15000,17562.55963,0.15,1,0,0,60000,70250.23853,0,-2.718551734,0,-2.718551734,0.180289257,76.13524687,654.066211,3.114601005,107.5370046,0.240037957,70336.32117,70.33632117,180.247432,,0.041745732,114.0507158,0.998378495,655.2381255,3.12018155,,0,0.180289257,654.066211,0.006299019,15,0,0
Res-taxi-in,4013.34936,66.889156,0,37214.90885,658.3997307,0,0,5,5,290.848516,157.0456526,0,0,0,0,0,-0.978678624,0,0,0,0,0,,-99,15000,3612.392704,15000,17561.858,180.247432,0.854123749,0.15,0,0,0,-0.978678624,0,0,0,0,0,-99,15000,3612.392704,15000,17561.858,0.15,0,0,0,-0.978678624,0,0,0,0,0,-99,15000,3612.392704,15000,17561.858,,0.15,0,0,0,-0.978678624,0,0,0,0,0,-99,15000,3612.392704,15000,17561.858,0.15,1,0,0,60000,70247.43199,0,-3.914714496,0,-3.914714496,0.179709356,76.1361988,653.8436658,3.113541266,107.5692919,0.240110027,70333.50018,70.33350018,110,,0.041758266,114.1860024,0.998376506,655.0165539,3.119126447,,0,0.179709356,653.8436658,0.007558823,15,0,0
Res-45minutes-holding,4013.84936,66.89748933,0,37214.78654,658.2774207,2438.399922,8000,185.6207724,165,290.8962618,157.0714332,0,0,1.462737776,0.13135564,0.881056853,5007.659472,990,552257.6648,220.1579783,567.0541109,197.5803987,,9.74517132,567054.1109,552257.6648,0,0,110,#DIV/0!,0,1.462737776,0.13135564,0.881056853,5007.659472,990,552257.6648,220.1579783,567.0541109,197.5803987,9.74517132,567054.1109,552257.6648,0,0,0,1.462737776,0.13135564,0.881056853,5007.659472,990,552257.6648,220.1579783,567.0541109,197.5803987,9.74517132,567054.1109,552257.6648,0,0,,0,1.462737776,0.13135564,0.881056853,5007.659472,990,552257.6648,220.1579783,567.0541109,197.5803987,9.74517132,567054.1109,552257.6648,0,0,0,0,1,880.6319131,0,0,2268216.443,20030.63789,790.3215949,20820.95948,0.17970028,76.13621971,653.3024304,3.110963954,168.3742563,0.375835394,109999.3109,109.9993109,110,,0.065362677,250.9002341,0.997719074,654.7949159,3.118071028,,0,0.17970028,653.3024304,0.288666179,-0.849599493,0.055896697,0.980528221
Res-45minutes-holding,4913.34936,81.889156,0,36994.75126,438.2421385,2438.399922,8000,185.6207724,165,376.790924,203.4508457,0,0,1.462737776,0.131355205,0.881056492,5007.641452,990,552255.8318,220.157592,567.0522571,197.5794789,,9.74513947,567052.2571,552255.8318,0,0,110,#DIV/0!,0,1.462737776,0.131355205,0.881056492,5007.641452,990,552255.8318,220.157592,567.0522571,197.5794789,9.74513947,567052.2571,552255.8318,0,0,0,1.462737776,0.131355205,0.881056492,5007.641452,990,552255.8318,220.157592,567.0522571,197.5794789,9.74513947,567052.2571,552255.8318,0,0,,0,1.462737776,0.131355205,0.881056492,5007.641452,990,552255.8318,220.157592,567.0522571,197.5794789,9.74513947,567052.2571,552255.8318,0,0,0,0,1,880.630368,0,0,2268209.029,20030.56581,790.3179158,20820.88372,0.163292777,76.25373668,647.0154648,3.081026023,170.0075157,0.379481062,109997.4918,109.9974918,110,,0.065996706,783.5683559,0.992876489,654.791447,3.118054509,,0,0.163292777,647.0154648,0.288666179,-0.849599493,0.055896494,0.980524998
Res-45minutes-holding,5813.34936,96.889156,0,36775.2866,218.77748,2438.399922,8000,185.6207724,165,462.7333321,249.8560388,0,0,1.462737776,0.130574189,0.880408269,4975.320183,990,548968.0258,219.4646586,563.7269598,195.9295391,,9.688005216,563726.9598,548968.0258,0,0,110,#DIV/0!,0,1.462737776,0.130574189,0.880408269,4975.320183,990,548968.0258,219.4646586,563.7269598,195.9295391,9.688005216,563726.9598,548968.0258,0,0,0,1.462737776,0.130574189,0.880408269,4975.320183,990,548968.0258,219.4646586,563.7269598,195.9295391,9.688005216,563726.9598,548968.0258,0,0,,0,1.462737776,0.130574189,0.880408269,4975.320183,990,548968.0258,219.4646586,563.7269598,195.9295391,9.688005216,563726.9598,548968.0258,0,0,0,0,1,877.8586343,0,0,2254907.839,19901.28073,783.7181563,20684.99889,0.146718095,76.37095202,640.9092568,3.051948842,171.6271734,0.383096369,109997.4441,109.9974441,110,,0.066625455,781.1230318,0.992898717,648.5204994,3.088192854,,0,0.146718095,640.9092568,0.288666179,-0.849599493,0.055532513,0.974727569
Res-45minutes-holding,6713.34936,111.889156,0,36556.50912,4.87E-09,2438.399922,8000,185.6207724,165,548.6757401,296.2612319,0,0,1.462737776,0.129799796,0.879765542,4943.272985,990,545708.0991,218.77748,560.429279,194.2933019,,9.631345461,560429.279,545708.0991,0,0,110,#DIV/0!,0,1.462737776,0.129799796,0.879765542,4943.272985,990,545708.0991,218.77748,560.429279,194.2933019,9.631345461,560429.279,545708.0991,0,0,0,1.462737776,0.129799796,0.879765542,4943.272985,990,545708.0991,218.77748,560.429279,194.2933019,9.631345461,560429.279,545708.0991,0,0,,0,1.462737776,0.129799796,0.879765542,4943.272985,990,545708.0991,218.77748,560.429279,194.2933019,9.631345461,560429.279,545708.0991,0,0,0,0,1,875.1099198,0,0,2241717.116,19773.09194,777.1732076,20550.26515,0.13,76.47611638,635.9280028,3.028228585,172.9720887,0.386098412,109997.7949,109.9977949,,,0.06714755,700.8153357,0.993628824,642.4751199,3.059405333,,0,0.13,635.9280028,0.288666179,-0.849599493,0.055171626,0.968945174
