soc,power,ocv,line_voltage,c_rate,current,ir0
1e-06,-75,2.60711586998087,3.220802586247342,2.985400178341201,-23.286121391061368,0.026354183505289244
1e-06,-50,2.60711586998087,3.0405013609951475,2.10828927508138,-16.444656345634762,0.026354183505289248
1e-06,-25,2.60711586998087,2.8391743836874257,1.1288944502822298,-8.805376712201392,0.026354183505289255
1e-06,0,2.60711586998087,2.60711586998087,0.0,0.0,0.026354183505289248
1e-06,25,2.60711586998087,2.323562200787542,1.3794027997364855,10.759341837944586,0.026354183505289258
1e-06,50,2.60711586998087,1.921258602475961,3.3364880719312833,26.02460696106401,0.026354183505289244
0.025642,-75,2.9186791508459864,3.4040736300552656,2.8246699867148606,-22.032425896375912,0.022030913958009546
0.025642,-50,2.9186791508459864,3.25689839067668,1.9682089034790433,-15.352029447136537,0.02203091395800954
0.025642,-25,2.9186791508459864,3.0965459904318036,1.0350655908331141,-8.07351160849829,0.022030913958009556
0.025642,0,2.9186791508459864,2.9186791508459864,0.0,0.0,0.022030913958009535
0.025642,25,2.9186791508459864,2.715882112484721,1.1801426101650192,9.205112359287149,0.022030913958009542
0.025642,50,2.9186791508459864,2.473305205262232,2.591777349846625,20.215863328803675,0.022030913958009546
0.025642,75,2.9186791508459864,2.150247275152158,4.471757609693611,34.87970935561017,0.022030913958009546
0.051283,-75,3.0951714147948897,3.5072542460896776,2.741570453897102,-21.384249540397395,0.01927039013065735
0.051283,-50,3.0951714147948897,3.3802179750042654,1.8964032667888295,-14.79194548095287,0.019270390130657344
0.051283,-25,3.0951714147948897,3.2436933911862083,0.9881107178123586,-7.707263598936397,0.01927039013065735
0.051283,0,3.0951714147948897,3.0951714147948897,0.0,0.0,0.019270390130657348
0.051283,25,3.0951714147948897,2.930792766544562,1.0936045160596892,8.530115225265575,0.019270390130657355
0.051283,50,3.0951714147948897,2.744039640989534,2.3360655270799193,18.221311111223372,0.019270390130657344
0.051283,75,3.0951714147948897,2.522132916075172,3.812402016602533,29.73673572949976,0.01927039013065734
0.051283,100,3.0951714147948897,2.23167817824851,5.744785670922658,44.80932823319673,0.01927039013065735
0.076924,-75,3.1878008508191624,3.5603255844951223,2.7007037382363834,-21.06548915824379,0.017684124535516703
0.076924,-50,3.1878008508191624,3.444501623100937,1.8610112903606446,-14.515888064813028,0.01768412453551671
0.076924,-25,3.1878008508191624,3.3209272577167,0.9651305061502278,-7.528017947971777,0.017684124535516696
0.076924,0,3.1878008508191624,3.1878008508191624,0.0,0.0,0.0176841245355167
0.076924,25,3.1878008508191624,3.0424912761099874,1.0534551833542671,8.216950430163283,0.017684124535516703
0.076924,50,3.1878008508191624,2.8808784125348503,2.2251048091321914,17.35581751123109,0.0176841245355167
0.076924,75,3.1878008508191624,2.695812048888112,3.56678597803229,27.820930628651862,0.017684124535516703
0.076924,100,3.1878008508191624,2.4725961136709804,5.185041240511632,40.44332167599073,0.017684124535516703
