time_min,phase_name,altitude_ft,range_NM,eas_knots,tas_knots,vs_ft_min,cl,cd_total,cd0,cd_lift,lift_N,total_thrust_N,drag_N,weight_kg,gamma_percent,total_em_power_kW,total_gt_power_kW,total_fuel_flow_kg_h,fuel_used_kg,total_shaft_power_kW,phase_duration_min,string1_soc,,ir0,,string2_soc,string3_soc,string4_soc,string1_pack_voltage_V,string2_pack_voltage_V,string3_pack_voltage_V,string4_pack_voltage_V,string1_pack_current_A,string2_pack_current_A,string3_pack_current_A,string4_pack_current_A,string1_cell_voltage_V,string2_cell_voltage_V,string3_cell_voltage_V,string4_cell_voltage_V,string1_cell_power_W,string2_cell_power_W,string3_cell_power_W,string4_cell_power_W,string1_cell_current_A,string2_cell_current_A,string3_cell_current_A,string4_cell_current_A,string1_cell_ocv_V,string2_cell_ocv_V,string3_cell_ocv_V,string4_cell_ocv_V,string1_batt_power_kW,,string2_batt_power_kW,string3_batt_power_kW,string4_batt_power_kW,gearbox_power_in_nacelle1_kW,gearbox_power_in_nacelle2_kW,gearbox_power_in_nacelle3_kW,gearbox_power_in_nacelle4_kW,gearbox_power_out_nacelle1_kW,gearbox_power_out_nacelle2_kW,gearbox_power_out_nacelle3_kW,gearbox_power_out_nacelle4_kW,nacelle1_em_efficiency,nacelle2_em_efficiency,nacelle3_em_efficiency,nacelle4_em_efficiency,nacelle1_thrust_N,nacelle2_thrust_N,nacelle3_thrust_N,nacelle4_thrust_N,nacelle1_shaft_power_kW,nacelle2_shaft_power_kW,nacelle3_shaft_power_kW,nacelle4_shaft_power_kW,nacelle1_throttle,nacelle2_throttle,nacelle3_throttle,nacelle4_throttle,nacelle1_gt_power_kW,nacelle2_gt_power_kW,nacelle3_gt_power_kW,nacelle4_gt_power_kW,nacelle1_gt_throttle,nacelle2_gt_throttle,nacelle3_gt_throttle,nacelle4_gt_throttle,nacelle1_jet_thrust_N,nacelle2_jet_thrust_N,nacelle3_jet_thrust_N,nacelle4_jet_thrust_N,nacelle1_em_power_kW,nacelle2_em_power_kW,nacelle3_em_power_kW,nacelle4_em_power_kW,nacelle1_em_throttle,nacelle2_em_throttle,nacelle3_em_throttle,nacelle4_em_throttle,nacelle1_fuel_flow_kg_h,nacelle2_fuel_flow_kg_h,nacelle3_fuel_flow_kg_h,nacelle4_fuel_flow_kg_h,nacelle1_adv_ratio,nacelle2_adv_ratio,nacelle3_adv_ratio,nacelle4_adv_ratio,nacelle1_cp,nacelle2_cp,nacelle3_cp,nacelle4_cp,nacelle1_eta_calc,nacelle2_eta_calc,nacelle3_eta_calc,nacelle4_eta_calc,nacelle1_eta,nacelle2_eta,nacelle3_eta,nacelle4_eta
18.83653362,climb_hy,8000,30.34457099,180,203.0340947,951.1442461,0.759867713,0.043297758,0.026708694,0.013089064,369672.9916,39132.0765,21064.20815,37696.1543,4.627619782,4800,0,0,0,4800,,0.477237303,0.477388359,0.015032532,0.000151056,0.477237303,0.477237303,0.477237303,697.4482563,697.4482563,697.4482563,697.4482563,1850.497275,1850.497275,1850.497275,1850.497275,3.321182173,3.321182173,3.321182173,3.321182173,55.10929432,55.10929432,55.10929432,55.10929432,16.5222971,16.5222971,16.5222971,16.5222971,3.568776544,3.568776544,3.568776544,3.568776544,1296.170602,,1296.170602,1296.170602,1296.170602,1200,1200,1200,1200,1180.825089,1180.825089,1180.825089,1180.825089,0.945872,0.945872,0.945872,0.945872,9783.019124,9783.019124,9783.019124,9783.019124,1200,1200,1200,1200,0.643690492,0.643690492,0.643690492,0.643690492,0,0,0,0,0,0,0,0,9.64E-05,9.64E-05,9.64E-05,9.64E-05,1200,1200,1200,1200,0.52724059,0.52724059,0.52724059,0.52724059,0,0,0,0,1.4550553,1.4550553,1.4550553,1.4550553,0.211174718,0.211174718,0.211174718,0.211174718,0.883016269,0.883016269,0.883016269,0.883016269,0.883016269,0.883016269,0.883016269,0.883016269
18.83653362,cruise,8000,30.34457099,203.9066397,230,0,0.592134365,0.036831529,0.026451293,0.006880236,369672.9916,22994.14187,22994.14188,37696.1543,0,3173.043575,0,0,0,3173.043575,,0.477237303,0.477237303,0.014985469,0,0.477237303,0.477237303,0.477237303,716.2023241,716.2023241,716.2023241,716.2023241,1201.645543,1201.645543,1201.645543,1201.645543,3.410487258,3.410487258,3.410487258,3.410487258,36.38128174,36.38128174,36.38128174,36.38128174,10.72897806,10.72897806,10.72897806,10.72897806,3.568776544,3.568776544,3.568776544,3.568776544,855.6877465,,855.6877465,855.6877465,855.6877465,793.2608938,793.2608938,793.2608938,793.2608938,777.3395248,777.3395248,777.3395248,777.3395248,0.957827373,0.957827373,0.957827373,0.957827373,5748.535469,5748.535469,5748.535469,5748.535469,793.2608938,793.2608938,793.2608938,793.2608938,0.425512079,0.425512079,0.425512079,0.425512079,0,0,0,0,0,0,0,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,793.2608938,793.2608938,793.2608938,793.2608938,0.348532784,0.348532784,0.348532784,0.348532784,0,0,0,0,1.815273636,1.815273636,1.815273636,1.815273636,,,,,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863
18.95653362,cruise,8000,30.80457099,203.9066397,230,0,0.592134365,0.036831529,0.026451293,0.006880236,369672.9916,22994.14187,22994.14188,37696.1543,0,3173.043575,0,0,0,3173.043575,,0.473502163,0.473505484,0.014753436,3.32E-06,0.473502163,0.473502163,0.473502163,714.855809,714.855809,714.855809,714.855809,1203.846026,1203.846026,1203.846026,1203.846026,3.404075281,3.404075281,3.404075281,3.404075281,36.38128174,36.38128174,36.38128174,36.38128174,10.74862524,10.74862524,10.74862524,10.74862524,3.562920783,3.562920783,3.562920783,3.562920783,855.6877465,,855.6877465,855.6877465,855.6877465,793.2608938,793.2608938,793.2608938,793.2608938,777.3395248,777.3395248,777.3395248,777.3395248,0.957827373,0.957827373,0.957827373,0.957827373,5748.535469,5748.535469,5748.535469,5748.535469,793.2608938,793.2608938,793.2608938,793.2608938,0.425512079,0.425512079,0.425512079,0.425512079,0,0,0,0,0,0,0,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,793.2608938,793.2608938,793.2608938,793.2608938,0.348532784,0.348532784,0.348532784,0.348532784,0,0,0,0,1.815273636,1.815273636,1.815273636,1.815273636,,,,,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863
19.07653362,cruise,8000,31.26457099,203.9066397,230,0,0.592134365,0.036831529,0.026451293,0.006880236,369672.9916,22994.14187,22994.14188,37696.1543,0,3173.043575,0,0,0,3173.043575,,0.469759614,0.469763511,0.014778216,3.90E-06,0.469759614,0.469759614,0.469759614,713.5101355,713.5101355,713.5101355,713.5101355,1206.417665,1206.417665,1206.417665,1206.417665,3.397667312,3.397667312,3.397667312,3.397667312,36.38128174,36.38128174,36.38128174,36.38128174,10.7715863,10.7715863,10.7715863,10.7715863,3.557052392,3.557052392,3.557052392,3.557052392,855.6877465,,855.6877465,855.6877465,855.6877465,793.2608938,793.2608938,793.2608938,793.2608938,777.3395248,777.3395248,777.3395248,777.3395248,0.957827373,0.957827373,0.957827373,0.957827373,5748.535469,5748.535469,5748.535469,5748.535469,793.2608938,793.2608938,793.2608938,793.2608938,0.425512079,0.425512079,0.425512079,0.425512079,0,0,0,0,0,0,0,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,793.2608938,793.2608938,793.2608938,793.2608938,0.348532784,0.348532784,0.348532784,0.348532784,0,0,0,0,1.815273636,1.815273636,1.815273636,1.815273636,,,,,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863
19.19653362,cruise,8000,31.72457099,203.9066397,230,0,0.592134365,0.036831529,0.026451293,0.006880236,369672.9916,22994.14187,22994.14188,37696.1543,0,3173.043575,0,0,0,3173.043575,,0.466008497,0.466012975,0.014796807,4.48E-06,0.466008497,0.466008497,0.466008497,712.1745936,712.1745936,712.1745936,712.1745936,1209.351738,1209.351738,1209.351738,1209.351738,3.391307589,3.391307589,3.391307589,3.391307589,36.38128174,36.38128174,36.38128174,36.38128174,10.79778337,10.79778337,10.79778337,10.79778337,3.551171406,3.551171406,3.551171406,3.551171406,855.6877465,,855.6877465,855.6877465,855.6877465,793.2608938,793.2608938,793.2608938,793.2608938,777.3395248,777.3395248,777.3395248,777.3395248,0.957827373,0.957827373,0.957827373,0.957827373,5748.535469,5748.535469,5748.535469,5748.535469,793.2608938,793.2608938,793.2608938,793.2608938,0.425512079,0.425512079,0.425512079,0.425512079,0,0,0,0,0,0,0,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,793.2608938,793.2608938,793.2608938,793.2608938,0.348532784,0.348532784,0.348532784,0.348532784,0,0,0,0,1.815273636,1.815273636,1.815273636,1.815273636,,,,,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863
19.31653362,cruise,8000,32.18457099,203.9066397,230,0,0.592134365,0.036831529,0.026451293,0.006880236,369672.9916,22994.14187,22994.14188,37696.1543,0,3173.043575,0,0,0,3173.043575,,0.462247803,0.462252746,0.014805244,4.94E-06,0.462247803,0.462247803,0.462247803,710.8557553,710.8557553,710.8557553,710.8557553,1212.584654,1212.584654,1212.584654,1212.584654,3.385027406,3.385027406,3.385027406,3.385027406,36.38128174,36.38128174,36.38128174,36.38128174,10.82664869,10.82664869,10.82664869,10.82664869,3.545280034,3.545280034,3.545280034,3.545280034,855.6877465,,855.6877465,855.6877465,855.6877465,793.2608938,793.2608938,793.2608938,793.2608938,777.3395248,777.3395248,777.3395248,777.3395248,0.957827373,0.957827373,0.957827373,0.957827373,5748.535469,5748.535469,5748.535469,5748.535469,793.2608938,793.2608938,793.2608938,793.2608938,0.425512079,0.425512079,0.425512079,0.425512079,0,0,0,0,0,0,0,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,793.2608938,793.2608938,793.2608938,793.2608938,0.348532784,0.348532784,0.348532784,0.348532784,0,0,0,0,1.815273636,1.815273636,1.815273636,1.815273636,,,,,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863
19.43653362,cruise,8000,32.64457099,203.9066397,230,0,0.592134365,0.036831529,0.026451293,0.006880236,369672.9916,22994.14187,22994.14188,37696.1543,0,3173.043575,0,0,0,3173.043575,,0.45847672,0.458482012,0.014801684,5.29E-06,0.45847672,0.45847672,0.45847672,709.5556449,709.5556449,709.5556449,709.5556449,1215.99036,1215.99036,1215.99036,1215.99036,3.378836404,3.378836404,3.378836404,3.378836404,36.38128174,36.38128174,36.38128174,36.38128174,10.85705678,10.85705678,10.85705678,10.85705678,3.539380324,3.539380324,3.539380324,3.539380324,855.6877465,,855.6877465,855.6877465,855.6877465,793.2608938,793.2608938,793.2608938,793.2608938,777.3395248,777.3395248,777.3395248,777.3395248,0.957827373,0.957827373,0.957827373,0.957827373,5748.535469,5748.535469,5748.535469,5748.535469,793.2608938,793.2608938,793.2608938,793.2608938,0.425512079,0.425512079,0.425512079,0.425512079,0,0,0,0,0,0,0,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,793.2608938,793.2608938,793.2608938,793.2608938,0.348532784,0.348532784,0.348532784,0.348532784,0,0,0,0,1.815273636,1.815273636,1.815273636,1.815273636,,,,,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863
19.55653362,cruise,8000,33.10457099,203.9066397,230,0,0.592134365,0.036831529,0.026451293,0.006880236,369672.9916,22994.14187,22994.14188,37696.1543,0,3173.043575,0,0,0,3173.043575,,0.454695083,0.454700353,0.014787057,5.27E-06,0.454695083,0.454695083,0.454695083,708.2705741,708.2705741,708.2705741,708.2705741,1219.3816,1219.3816,1219.3816,1219.3816,3.37271702,3.37271702,3.37271702,3.37271702,36.38128174,36.38128174,36.38128174,36.38128174,10.88733571,10.88733571,10.88733571,10.88733571,3.533473126,3.533473126,3.533473126,3.533473126,855.6877465,,855.6877465,855.6877465,855.6877465,793.2608938,793.2608938,793.2608938,793.2608938,777.3395248,777.3395248,777.3395248,777.3395248,0.957827373,0.957827373,0.957827373,0.957827373,5748.535469,5748.535469,5748.535469,5748.535469,793.2608938,793.2608938,793.2608938,793.2608938,0.425512079,0.425512079,0.425512079,0.425512079,0,0,0,0,0,0,0,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,793.2608938,793.2608938,793.2608938,793.2608938,0.348532784,0.348532784,0.348532784,0.348532784,0,0,0,0,1.815273636,1.815273636,1.815273636,1.815273636,,,,,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863
19.67653362,cruise,8000,33.56457099,203.9066397,230,0,0.592134365,0.036831529,0.026451293,0.006880236,369672.9916,22994.14187,22994.14188,37696.1543,0,3173.043575,0,0,0,3173.043575,,0.450903169,0.450908184,0.014765422,5.01E-06,0.450903169,0.450903169,0.450903169,706.9923257,706.9923257,706.9923257,706.9923257,1222.532705,1222.532705,1222.532705,1222.532705,3.366630122,3.366630122,3.366630122,3.366630122,36.38128174,36.38128174,36.38128174,36.38128174,10.91547058,10.91547058,10.91547058,10.91547058,3.527558234,3.527558234,3.527558234,3.527558234,855.6877465,,855.6877465,855.6877465,855.6877465,793.2608938,793.2608938,793.2608938,793.2608938,777.3395248,777.3395248,777.3395248,777.3395248,0.957827373,0.957827373,0.957827373,0.957827373,5748.535469,5748.535469,5748.535469,5748.535469,793.2608938,793.2608938,793.2608938,793.2608938,0.425512079,0.425512079,0.425512079,0.425512079,0,0,0,0,0,0,0,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,793.2608938,793.2608938,793.2608938,793.2608938,0.348532784,0.348532784,0.348532784,0.348532784,0,0,0,0,1.815273636,1.815273636,1.815273636,1.815273636,,,,,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863
19.79653362,cruise,8000,34.02457099,203.9066397,230,0,0.592134365,0.036831529,0.026451293,0.006880236,369672.9916,22994.14187,22994.14188,37696.1543,0,3173.043575,0,0,0,3173.043575,,0.4471022,0.447106483,0.014743122,4.28E-06,0.4471022,0.4471022,0.4471022,705.7099423,705.7099423,705.7099423,705.7099423,1225.21262,1225.21262,1225.21262,1225.21262,3.360523535,3.360523535,3.360523535,3.360523535,36.38128174,36.38128174,36.38128174,36.38128174,10.93939839,10.93939839,10.93939839,10.93939839,3.521634283,3.521634283,3.521634283,3.521634283,855.6877465,,855.6877465,855.6877465,855.6877465,793.2608938,793.2608938,793.2608938,793.2608938,777.3395248,777.3395248,777.3395248,777.3395248,0.957827373,0.957827373,0.957827373,0.957827373,5748.535469,5748.535469,5748.535469,5748.535469,793.2608938,793.2608938,793.2608938,793.2608938,0.425512079,0.425512079,0.425512079,0.425512079,0,0,0,0,0,0,0,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,793.2608938,793.2608938,793.2608938,793.2608938,0.348532784,0.348532784,0.348532784,0.348532784,0,0,0,0,1.815273636,1.815273636,1.815273636,1.815273636,,,,,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863
19.91653362,cruise,8000,34.48457099,203.9066397,230,0,0.592134365,0.036831529,0.026451293,0.006880236,369672.9916,22994.14187,22994.14188,37696.1543,0,3173.043575,0,0,0,3173.043575,,0.443293867,0.443297192,0.014727569,3.32E-06,0.443293867,0.443293867,0.443293867,704.4120941,704.4120941,704.4120941,704.4120941,1227.215318,1227.215318,1227.215318,1227.215318,3.354343305,3.354343305,3.354343305,3.354343305,36.38128174,36.38128174,36.38128174,36.38128174,10.95727962,10.95727962,10.95727962,10.95727962,3.51570568,3.51570568,3.51570568,3.51570568,855.6877465,,855.6877465,855.6877465,855.6877465,793.2608938,793.2608938,793.2608938,793.2608938,777.3395248,777.3395248,777.3395248,777.3395248,0.957827373,0.957827373,0.957827373,0.957827373,5748.535469,5748.535469,5748.535469,5748.535469,793.2608938,793.2608938,793.2608938,793.2608938,0.425512079,0.425512079,0.425512079,0.425512079,0,0,0,0,0,0,0,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,793.2608938,793.2608938,793.2608938,793.2608938,0.348532784,0.348532784,0.348532784,0.348532784,0,0,0,0,1.815273636,1.815273636,1.815273636,1.815273636,,,,,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863
20.03653362,cruise,8000,34.94457099,203.9066397,230,0,0.592134365,0.036831529,0.026451293,0.006880236,369672.9916,22994.14187,22994.14188,37696.1543,0,3173.043575,0,0,0,3173.043575,,0.439480602,0.43948264,0.0147265,2.04E-06,0.439480602,0.439480602,0.439480602,703.088822,703.088822,703.088822,703.088822,1228.389332,1228.389332,1228.389332,1228.389332,3.34804201,3.34804201,3.34804201,3.34804201,36.38128174,36.38128174,36.38128174,36.38128174,10.96776189,10.96776189,10.96776189,10.96776189,3.509776726,3.509776726,3.509776726,3.509776726,855.6877465,,855.6877465,855.6877465,855.6877465,793.2608938,793.2608938,793.2608938,793.2608938,777.3395248,777.3395248,777.3395248,777.3395248,0.957827373,0.957827373,0.957827373,0.957827373,5748.535469,5748.535469,5748.535469,5748.535469,793.2608938,793.2608938,793.2608938,793.2608938,0.425512079,0.425512079,0.425512079,0.425512079,0,0,0,0,0,0,0,0,2.00E-05,2.00E-05,2.00E-05,2.00E-05,793.2608938,793.2608938,793.2608938,793.2608938,0.348532784,0.348532784,0.348532784,0.348532784,0,0,0,0,1.815273636,1.815273636,1.815273636,1.815273636,,,,,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863,0.892866863
20.03653362,descent,8000,34.94457099,180,203.0340947,-1376.003609,0.759867713,0.043297758,0.026708694,0.013089064,369672.9916,-5073.470737,21064.20815,37696.1543,-6.697312175,0,0,0,0,0,,0.439480602,0.439480602,0.014746374,0,0.439480602,0.439480602,0.439480602,736.0369718,736.0369718,736.0369718,736.0369718,36.84152672,36.84152672,36.84152672,36.84152672,3.504937961,3.504937961,3.504937961,3.504937961,1.169217687,1.169217687,1.169217687,1.169217687,0.328942203,0.328942203,0.328942203,0.328942203,3.509776726,3.509776726,3.509776726,3.509776726,27.5,,27.5,27.5,27.5,0,0,0,0,0,0,0,0,0.829,0.829,0.829,0.829,-1268.367684,-1268.367684,-1268.367684,-1268.367684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64E-05,9.64E-05,9.64E-05,9.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.602445389,1.602445389,1.602445389,1.602445389,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
20.53149248,descent,7322.22384,36.60696838,180,200.9198197,-1362.734359,0.759867713,0.043266205,0.026677256,0.013088948,369672.9916,-5073.470722,21048.85757,37696.1543,-6.702581962,0,0,0,0,0,,0.439008572,0.439008681,0.014710075,1.09E-07,0.439008572,0.439008572,0.439008572,735.8814484,735.8814484,735.8814484,735.8814484,36.85870324,36.85870324,36.85870324,36.85870324,3.504197373,3.504197373,3.504197373,3.504197373,1.169217687,1.169217687,1.169217687,1.169217687,0.329095565,0.329095565,0.329095565,0.329095565,3.509037192,3.509037192,3.509037192,3.509037192,27.5,,27.5,27.5,27.5,0,0,0,0,0,0,0,0,0.829,0.829,0.829,0.829,-1268.367681,-1268.367681,-1268.367681,-1268.367681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100187,0.000100187,0.000100187,0.000100187,0,0,0,0,0,0,0,0,0,0,0,0,1.585758486,1.585758486,1.585758486,1.585758486,0,0,0,0,0.299999999,0.299999999,0.299999999,0.299999999,0.299999999,0.299999999,0.299999999,0.299999999
21.02645135,descent,6650.964261,38.25217245,180,198.857617,-1349.750191,0.759867713,0.043235377,0.026646535,0.013088842,369672.9916,-5073.470708,21033.8603,37696.1543,-6.707131792,0,0,0,0,0,,0.438536317,0.43853643,0.014706422,1.14E-07,0.438536317,0.438536317,0.438536317,735.7255697,735.7255697,735.7255697,735.7255697,36.87660193,36.87660193,36.87660193,36.87660193,3.503455094,3.503455094,3.503455094,3.503455094,1.169217687,1.169217687,1.169217687,1.169217687,0.329255374,0.329255374,0.329255374,0.329255374,3.508296804,3.508296804,3.508296804,3.508296804,27.5,,27.5,27.5,27.5,0,0,0,0,0,0,0,0,0.829,0.829,0.829,0.829,-1268.367677,-1268.367677,-1268.367677,-1268.367677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010377,0.00010377,0.00010377,0.00010377,0,0,0,0,0,0,0,0,0,0,0,0,1.569482563,1.569482563,1.569482563,1.569482563,0,0,0,0,0.299999999,0.299999999,0.299999999,0.299999999,0.299999999,0.299999999,0.299999999,0.299999999
21.52141021,descent,5986.120418,39.88060755,180,196.8456465,-1337.041026,0.759867713,0.0432053,0.026616554,0.013088745,369672.9916,-5073.470694,21019.22769,37696.1543,-6.711246345,0,0,0,0,0,,0.438063827,0.438063946,0.014705031,1.19E-07,0.438063827,0.438063827,0.438063827,735.5693364,735.5693364,735.5693364,735.5693364,36.89522575,36.89522575,36.89522575,36.89522575,3.502711126,3.502711126,3.502711126,3.502711126,1.169217687,1.169217687,1.169217687,1.169217687,0.329421658,0.329421658,0.329421658,0.329421658,3.507555585,3.507555585,3.507555585,3.507555585,27.5,,27.5,27.5,27.5,0,0,0,0,0,0,0,0,0.829,0.829,0.829,0.829,-1268.367673,-1268.367673,-1268.367673,-1268.367673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107253,0.000107253,0.000107253,0.000107253,0,0,0,0,0,0,0,0,0,0,0,0,1.553603098,1.553603098,1.553603098,1.553603098,0,0,0,0,0.299999998,0.299999998,0.299999998,0.299999998,0.299999998,0.299999998,0.299999998,0.299999998
22.01636908,descent,5327.562919,41.49267739,180,194.8820613,-1324.59754,0.759867713,0.043175988,0.026587331,0.013088657,369672.9916,-5073.470679,21004.96769,37696.1543,-6.715161426,0,0,0,0,0,,0.437591095,0.437591218,0.014705952,1.23E-07,0.437591095,0.437591095,0.437591095,735.4127498,735.4127498,735.4127498,735.4127498,36.91457614,36.91457614,36.91457614,36.91457614,3.501965475,3.501965475,3.501965475,3.501965475,1.169217687,1.169217687,1.169217687,1.169217687,0.32959443,0.32959443,0.32959443,0.32959443,3.506813554,3.506813554,3.506813554,3.506813554,27.5,,27.5,27.5,27.5,0,0,0,0,0,0,0,0,0.829,0.829,0.829,0.829,-1268.36767,-1268.36767,-1268.36767,-1268.36767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110902,0.000110902,0.000110902,0.000110902,0,0,0,0,0,0,0,0,0,0,0,0,1.538105513,1.538105513,1.538105513,1.538105513,0,0,0,0,0.299999999,0.299999999,0.299999999,0.299999999,0.299999999,0.299999999,0.299999999,0.299999999
22.51132794,descent,4675.151184,43.08877546,180,192.9650595,-1312.411258,0.759867713,0.043147454,0.026558878,0.013088576,369672.9916,-5073.470663,20991.08562,37696.1543,-6.719080043,0,0,0,0,0,,0.43711811,0.437118238,0.014709226,1.28E-07,0.43711811,0.43711811,0.43711811,735.2558124,735.2558124,735.2558124,735.2558124,36.934653,36.934653,36.934653,36.934653,3.501218154,3.501218154,3.501218154,3.501218154,1.169217687,1.169217687,1.169217687,1.169217687,0.329773687,0.329773687,0.329773687,0.329773687,3.506070736,3.506070736,3.506070736,3.506070736,27.5,,27.5,27.5,27.5,0,0,0,0,0,0,0,0,0.829,0.829,0.829,0.829,-1268.367666,-1268.367666,-1268.367666,-1268.367666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114957,0.000114957,0.000114957,0.000114957,0,0,0,0,0,0,0,0,0,0,0,0,1.522975588,1.522975588,1.522975588,1.522975588,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
23.00628681,descent,4028.731522,44.66927546,180,191.0928777,-1300.473912,0.759867713,0.043119702,0.0265312,0.013088501,369672.9916,-5073.470645,20977.58438,37696.1543,-6.723116695,0,0,0,0,0,,0.436644863,0.436644996,0.014714885,1.32E-07,0.436644863,0.436644863,0.436644863,735.0985271,735.0985271,735.0985271,735.0985271,36.95545461,36.95545461,36.95545461,36.95545461,3.500469177,3.500469177,3.500469177,3.500469177,1.169217687,1.169217687,1.169217687,1.169217687,0.329959416,0.329959416,0.329959416,0.329959416,3.505327153,3.505327153,3.505327153,3.505327153,27.5,,27.5,27.5,27.5,0,0,0,0,0,0,0,0,0.829,0.829,0.829,0.829,-1268.367661,-1268.367661,-1268.367661,-1268.367661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011951,0.00011951,0.00011951,0.00011951,0,0,0,0,0,0,0,0,0,0,0,0,1.508199404,1.508199404,1.508199404,1.508199404,0,0,0,0,0.299999998,0.299999998,0.299999998,0.299999998,0.299999998,0.299999998,0.299999998,0.299999998
23.50124567,descent,3388.148123,46.2345415,180,189.2638203,-1288.778501,0.759867713,0.043092735,0.026504301,0.013088433,369672.9916,-5073.470625,20964.46502,37696.1543,-6.727336764,0,0,0,0,0,,0.436171346,0.436171483,0.014722951,1.37E-07,0.436171346,0.436171346,0.436171346,734.9408981,734.9408981,734.9408981,734.9408981,36.97697757,36.97697757,36.97697757,36.97697757,3.499718562,3.499718562,3.499718562,3.499718562,1.169217687,1.169217687,1.169217687,1.169217687,0.330151585,0.330151585,0.330151585,0.330151585,3.504582828,3.504582828,3.504582828,3.504582828,27.5,,27.5,27.5,27.5,0,0,0,0,0,0,0,0,0.829,0.829,0.829,0.829,-1268.367656,-1268.367656,-1268.367656,-1268.367656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124502,0.000124502,0.000124502,0.000124502,0,0,0,0,0,0,0,0,0,0,0,0,1.49376358,1.49376358,1.49376358,1.49376358,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
23.99620453,descent,2753.25249,47.78491957,180,187.4762828,-1277.318595,0.759867713,0.043066552,0.026478181,0.01308837,369672.9916,-5073.470604,20951.72708,37696.1543,-6.731678997,0,0,0,0,0,,0.435697548,0.435697689,0.014733433,1.42E-07,0.435697548,0.435697548,0.435697548,734.7829303,734.7829303,734.7829303,734.7829303,36.99921673,36.99921673,36.99921673,36.99921673,3.498966335,3.498966335,3.498966335,3.498966335,1.169217687,1.169217687,1.169217687,1.169217687,0.330350149,0.330350149,0.330350149,0.330350149,3.503837787,3.503837787,3.503837787,3.503837787,27.5,,27.5,27.5,27.5,0,0,0,0,0,0,0,0,0.829,0.829,0.829,0.829,-1268.367651,-1268.367651,-1268.367651,-1268.367651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129862,0.000129862,0.000129862,0.000129862,0,0,0,0,0,0,0,0,0,0,0,0,1.479655451,1.479655451,1.479655451,1.479655451,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
