time_min,phase_name,altitude_ft,range_NM,eas_knots,tas_knots,vs_ft_min,cl,cd_total,cd0,cd_lift,lift_N,total_thrust_N,drag_N,weight_kg,gamma_percent,total_em_power_kW,total_gt_power_kW,total_fuel_flow_kg_h,fuel_used_kg,total_shaft_power_kW,phase_duration_min,string1_soc,,ir0,,string2_soc,string3_soc,string4_soc,string1_pack_voltage_V,string2_pack_voltage_V,string3_pack_voltage_V,string4_pack_voltage_V,string1_pack_current_A,string2_pack_current_A,string3_pack_current_A,string4_pack_current_A,string1_cell_voltage_V,string2_cell_voltage_V,string3_cell_voltage_V,string4_cell_voltage_V,string1_cell_power_W,string2_cell_power_W,string3_cell_power_W,string4_cell_power_W,string1_cell_current_A,string2_cell_current_A,string3_cell_current_A,string4_cell_current_A,string1_cell_ocv_V,string2_cell_ocv_V,string3_cell_ocv_V,string4_cell_ocv_V,string1_batt_power_kW,,string2_batt_power_kW,string3_batt_power_kW,string4_batt_power_kW,gearbox_power_in_nacelle1_kW,gearbox_power_in_nacelle2_kW,gearbox_power_in_nacelle3_kW,gearbox_power_in_nacelle4_kW,gearbox_power_out_nacelle1_kW,gearbox_power_out_nacelle2_kW,gearbox_power_out_nacelle3_kW,gearbox_power_out_nacelle4_kW,nacelle1_em_efficiency,nacelle2_em_efficiency,nacelle3_em_efficiency,nacelle4_em_efficiency,nacelle1_thrust_N,nacelle2_thrust_N,nacelle3_thrust_N,nacelle4_thrust_N,nacelle1_shaft_power_kW,nacelle2_shaft_power_kW,nacelle3_shaft_power_kW,nacelle4_shaft_power_kW,nacelle1_throttle,nacelle2_throttle,nacelle3_throttle,nacelle4_throttle,nacelle1_gt_power_kW,nacelle2_gt_power_kW,nacelle3_gt_power_kW,nacelle4_gt_power_kW,nacelle1_gt_throttle,nacelle2_gt_throttle,nacelle3_gt_throttle,nacelle4_gt_throttle,nacelle1_jet_thrust_N,nacelle2_jet_thrust_N,nacelle3_jet_thrust_N,nacelle4_jet_thrust_N,nacelle1_em_power_kW,nacelle2_em_power_kW,nacelle3_em_power_kW,nacelle4_em_power_kW,nacelle1_em_throttle,nacelle2_em_throttle,nacelle3_em_throttle,nacelle4_em_throttle,nacelle1_fuel_flow_kg_h,nacelle2_fuel_flow_kg_h,nacelle3_fuel_flow_kg_h,nacelle4_fuel_flow_kg_h,nacelle1_adv_ratio,nacelle2_adv_ratio,nacelle3_adv_ratio,nacelle4_adv_ratio,nacelle1_cp,nacelle2_cp,nacelle3_cp,nacelle4_cp,nacelle1_eta_calc,nacelle2_eta_calc,nacelle3_eta_calc,nacelle4_eta_calc,nacelle1_eta,nacelle2_eta,nacelle3_eta,nacelle4_eta
30.54042726,reserve_go_around,632.2705109,64.06719896,150,151.4010901,1934.108901,1.094209507,0.083344845,0.048473725,0.031371119,369672.9916,76181.57863,28157.62239,37696.1543,12.64840454,7457,0,0,0,7457,,0.305789999,0.305866353,0.015144332,7.64E-05,0.305789999,0.305789999,0.305789999,596.4828457,596.4828457,596.4828457,596.4828457,3659.56767,3659.56767,3659.56767,3659.56767,2.840394503,2.840394503,2.840394503,2.840394503,87.41448983,87.41448983,87.41448983,87.41448983,32.67471134,32.67471134,32.67471134,32.67471134,3.32809565,3.32809565,3.32809565,3.32809565,2055.988801,,2055.988801,2055.988801,2055.988801,1864.25,1864.25,1864.25,1864.25,1841.879,1841.879,1841.879,1841.879,0.919033913,0.919033913,0.919033913,0.919033913,19045.39466,19045.39466,19045.39466,19045.39466,1864.25,1864.25,1864.25,1864.25,1,1,1,1,0,0,0,0,0,0,0,0,0.000253242,0.000253242,0.000253242,0.000253242,1864.25,1864.25,1864.25,1864.25,0.819090224,0.819090224,0.819090224,0.819090224,0,0,0,0,0.984185601,0.984185601,0.984185601,0.984185601,0.196839582,0.196839582,0.196839582,0.196839582,0.821807845,0.821807845,0.821807845,0.821807845,0.821807845,0.821807845,0.821807845,0.821807845
30.6154864,reserve_go_around,777.3444844,64.25529235,150,151.724362,1931.495202,1.094209507,0.083349393,0.048478264,0.031371128,369672.9916,76023.3539,28159.15881,37696.1543,12.60416394,7457,0,0,0,7457,,0.298639336,0.298681201,0.014925951,4.19E-05,0.298639336,0.298639336,0.298639336,593.3108498,593.3108498,593.3108498,593.3108498,3698.287818,3698.287818,3698.287818,3698.287818,2.825289761,2.825289761,2.825289761,2.825289761,87.41448983,87.41448983,87.41448983,87.41448983,33.02042694,33.02042694,33.02042694,33.02042694,3.319578004,3.319578004,3.319578004,3.319578004,2055.988801,,2055.988801,2055.988801,2055.988801,1864.25,1864.25,1864.25,1864.25,1841.879,1841.879,1841.879,1841.879,0.919033913,0.919033913,0.919033913,0.919033913,19005.83847,19005.83847,19005.83847,19005.83847,1864.25,1864.25,1864.25,1864.25,1,1,1,1,0,0,0,0,0,0,0,0,0.000251454,0.000251454,0.000251454,0.000251454,1864.25,1864.25,1864.25,1864.25,0.819090224,0.819090224,0.819090224,0.819090224,0,0,0,0,0.986287036,0.986287036,0.986287036,0.986287036,0.197681064,0.197681064,0.197681064,0.197681064,0.821852078,0.821852078,0.821852078,0.821852078,0.821852078,0.821852078,0.821852078,0.821852078
30.69054553,reserve_go_around,922.2250903,64.44379778,150,152.0482165,1928.956498,1.094209507,0.083353937,0.0484828,0.031371137,369672.9916,75867.49509,28160.69413,37696.1543,12.56055652,7457,0,0,0,7457,,0.291439002,0.291455322,0.014969166,1.63E-05,0.291439002,0.291439002,0.291439002,589.4004323,589.4004323,589.4004323,589.4004323,3710.707135,3710.707135,3710.707135,3710.707135,2.806668725,2.806668725,2.806668725,2.806668725,87.41448983,87.41448983,87.41448983,87.41448983,33.13131371,33.13131371,33.13131371,33.13131371,3.310243542,3.310243542,3.310243542,3.310243542,2055.988801,,2055.988801,2055.988801,2055.988801,1864.25,1864.25,1864.25,1864.25,1841.879,1841.879,1841.879,1841.879,0.919033913,0.919033913,0.919033913,0.919033913,18966.87377,18966.87377,18966.87377,18966.87377,1864.25,1864.25,1864.25,1864.25,1,1,1,1,0,0,0,0,0,0,0,0,0.000249693,0.000249693,0.000249693,0.000249693,1864.25,1864.25,1864.25,1864.25,0.819090224,0.819090224,0.819090224,0.819090224,0,0,0,0,0.988392258,0.988392258,0.988392258,0.988392258,0.198525862,0.198525862,0.198525862,0.198525862,0.821917804,0.821917804,0.821917804,0.821917804,0.821917804,0.821917804,0.821917804,0.821917804
30.76560466,reserve_go_around,1066.919059,64.63271582,150,152.372669,1926.537132,1.094209507,0.083358478,0.048487332,0.031371146,369672.9916,75715.08092,28162.22838,37696.1543,12.51786701,7457,0,0,0,7457,,0.284220955,0.284230864,0.015199362,9.91E-06,0.284220955,0.284220955,0.284220955,585.2393091,585.2393091,585.2393091,585.2393091,3726.498367,3726.498367,3726.498367,3726.498367,2.786853853,2.786853853,2.786853853,2.786853853,87.41448983,87.41448983,87.41448983,87.41448983,33.27230685,33.27230685,33.27230685,33.27230685,3.30015988,3.30015988,3.30015988,3.30015988,2055.988801,,2055.988801,2055.988801,2055.988801,1864.25,1864.25,1864.25,1864.25,1841.879,1841.879,1841.879,1841.879,0.919033913,0.919033913,0.919033913,0.919033913,18928.77023,18928.77023,18928.77023,18928.77023,1864.25,1864.25,1864.25,1864.25,1,1,1,1,0,0,0,0,0,0,0,0,0.000247959,0.000247959,0.000247959,0.000247959,1864.25,1864.25,1864.25,1864.25,0.819090224,0.819090224,0.819090224,0.819090224,0,0,0,0,0.990501368,0.990501368,0.990501368,0.990501368,0.199374026,0.199374026,0.199374026,0.199374026,0.82201696,0.82201696,0.82201696,0.82201696,0.82201696,0.82201696,0.82201696,0.82201696
30.8406638,reserve_go_around,1211.437629,64.82204697,150,152.697745,1924.282867,1.094209507,0.083363017,0.048491861,0.031371155,369672.9916,75567.21648,28163.76163,37696.1543,12.47638607,7457,0,0,0,7457,,0.276939662,0.276982142,0.015427425,4.25E-05,0.276939662,0.276939662,0.276939662,581.3558399,581.3558399,581.3558399,581.3558399,3775.824867,3775.824867,3775.824867,3775.824867,2.768361142,2.768361142,2.768361142,2.768361142,87.41448983,87.41448983,87.41448983,87.41448983,33.71272203,33.71272203,33.71272203,33.71272203,3.28965014,3.28965014,3.28965014,3.28965014,2055.988801,,2055.988801,2055.988801,2055.988801,1864.25,1864.25,1864.25,1864.25,1841.879,1841.879,1841.879,1841.879,0.919033913,0.919033913,0.919033913,0.919033913,18891.80412,18891.80412,18891.80412,18891.80412,1864.25,1864.25,1864.25,1864.25,1,1,1,1,0,0,0,0,0,0,0,0,0.000246251,0.000246251,0.000246251,0.000246251,1864.25,1864.25,1864.25,1864.25,0.819090224,0.819090224,0.819090224,0.819090224,0,0,0,0,0.992614531,0.992614531,0.992614531,0.992614531,0.200225634,0.200225634,0.200225634,0.200225634,0.822161927,0.822161927,0.822161927,0.822161927,0.822161927,0.822161927,0.822161927,0.822161927
30.91572293,reserve_go_around,1355.79414,65.01179172,150,153.0234753,1922.212476,1.094209507,0.083367552,0.048496388,0.031371165,369672.9916,75424.3145,28165.29398,37696.1543,12.43622587,7457,0,0,0,7457,,0.269522649,0.269605031,0.015462679,8.24E-05,0.269522649,0.269522649,0.269522649,577.8296751,577.8296751,577.8296751,577.8296751,3858.875842,3858.875842,3858.875842,3858.875842,2.751569881,2.751569881,2.751569881,2.751569881,87.41448983,87.41448983,87.41448983,87.41448983,34.45424859,34.45424859,34.45424859,34.45424859,3.279117858,3.279117858,3.279117858,3.279117858,2055.988801,,2055.988801,2055.988801,2055.988801,1864.25,1864.25,1864.25,1864.25,1841.879,1841.879,1841.879,1841.879,0.919033913,0.919033913,0.919033913,0.919033913,18856.07863,18856.07863,18856.07863,18856.07863,1864.25,1864.25,1864.25,1864.25,1,1,1,1,0,0,0,0,0,0,0,0,0.00024457,0.00024457,0.00024457,0.00024457,1864.25,1864.25,1864.25,1864.25,0.819090224,0.819090224,0.819090224,0.819090224,0,0,0,0,0.994731946,0.994731946,0.994731946,0.994731946,0.201080775,0.201080775,0.201080775,0.201080775,0.822357666,0.822357666,0.822357666,0.822357666,0.822357666,0.822357666,0.822357666,0.822357666
30.99078206,reserve_go_around,1500,65.20195065,150,153.3498864,1920.268679,1.094209507,0.083372085,0.048500912,0.031371174,369672.9916,75284.95427,28166.82552,37696.1543,12.3970044,7457,0,0,0,7457,,0.261954612,0.26202669,0.015311551,7.21E-05,0.261954612,0.261954612,0.261954612,574.0682523,574.0682523,574.0682523,574.0682523,3931.317827,3931.317827,3931.317827,3931.317827,2.733658344,2.733658344,2.733658344,2.733658344,87.41448983,87.41448983,87.41448983,87.41448983,35.10105203,35.10105203,35.10105203,35.10105203,3.269274076,3.269274076,3.269274076,3.269274076,2055.988801,,2055.988801,2055.988801,2055.988801,1864.25,1864.25,1864.25,1864.25,1841.879,1841.879,1841.879,1841.879,0.919033913,0.919033913,0.919033913,0.919033913,18821.23857,18821.23857,18821.23857,18821.23857,1864.25,1864.25,1864.25,1864.25,1,1,1,1,0,0,0,0,0,0,0,0,0.000242916,0.000242916,0.000242916,0.000242916,1864.25,1864.25,1864.25,1864.25,0.819090224,0.819090224,0.819090224,0.819090224,0,0,0,0,0.996853788,0.996853788,0.996853788,0.996853788,0.201939532,0.201939532,0.201939532,0.201939532,0.822589122,0.822589122,0.822589122,0.822589122,0.822589122,0.822589122,0.822589122,0.822589122
30.99078206,reserve_climb,1500,65.20195065,180,184.0198636,998.7877311,0.759867713,0.043016523,0.026428263,0.013088259,369672.9916,41618.59052,20927.3882,37696.1543,5.362186005,1000,3488,1255.042499,0,4488,,0.261954612,0.261954612,0.01525925,0,0.261954612,0.261954612,0.261954612,672.5862836,672.5862836,672.5862836,672.5862836,401.2778193,401.2778193,401.2778193,401.2778193,3.202791827,3.202791827,3.202791827,3.202791827,12.2298334,12.2298334,12.2298334,12.2298334,3.582837672,3.582837672,3.582837672,3.582837672,3.269274076,3.269274076,3.269274076,3.269274076,287.6456816,,287.6456816,287.6456816,287.6456816,1122,1122,1122,1122,1103.410096,1103.410096,1103.410096,1103.410096,0.961,0.961,0.961,0.961,10404.64763,10404.64763,10404.64763,10404.64763,1122,1122,1122,1122,0.60185061,0.60185061,0.60185061,0.60185061,872,872,872,872,0.999070628,0.999070628,0.999070628,0.999070628,329.8209539,329.8209539,329.8209539,329.8209539,250,250,250,250,0.109841789,0.109841789,0.109841789,0.109841789,313.7606246,313.7606246,313.7606246,313.7606246,1.358567926,1.358567926,1.358567926,1.358567926,0.177216089,0.177216089,0.177216089,0.177216089,0.882018594,0.882018594,0.882018594,0.882018594,0.882018594,0.882018594,0.882018594,0.882018594
31.67642408,reserve_climb,2181.573192,67.31249923,180,185.8878815,988.7955961,0.759580083,0.043031111,0.026455136,0.013075975,369533.0606,41227.31039,20934.4853,37681.88531,5.257231984,1000,3488,1242.34319,14.26898558,4488,,0.254818157,0.254834195,0.018555753,1.60E-05,0.254818157,0.254818157,0.254818157,670.1963852,670.1963852,670.1963852,670.1963852,404.8038652,404.8038652,404.8038652,404.8038652,3.191411358,3.191411358,3.191411358,3.191411358,12.2298334,12.2298334,12.2298334,12.2298334,3.614320225,3.614320225,3.614320225,3.614320225,3.25882628,3.25882628,3.25882628,3.25882628,287.6456816,,287.6456816,287.6456816,287.6456816,1122,1122,1122,1122,1103.410096,1103.410096,1103.410096,1103.410096,0.961,0.961,0.961,0.961,10306.8276,10306.8276,10306.8276,10306.8276,1122,1122,1122,1122,0.60185061,0.60185061,0.60185061,0.60185061,872,872,872,872,0.999070628,0.999070628,0.999070628,0.999070628,329.8122359,329.8122359,329.8122359,329.8122359,250,250,250,250,0.109841789,0.109841789,0.109841789,0.109841789,310.5857976,310.5857976,310.5857976,310.5857976,1.372358987,1.372358987,1.372358987,1.372358987,0.180832253,0.180832253,0.180832253,0.180832253,0.882322129,0.882322129,0.882322129,0.882322129,0.882322129,0.882322129,0.882322129,0.882322129
32.3620661,reserve_climb,2856.269842,69.44453332,180,187.7646352,978.2137851,0.759295344,0.043046207,0.026482382,0.013063824,369394.536,40831.30009,20941.82936,37667.75973,5.149509585,1000,3488,1229.94405,28.39456657,4488,,0.247527658,0.247635172,0.018652172,0.000107514,0.247527658,0.247527658,0.247527658,667.6526589,667.6526589,667.6526589,667.6526589,418.640433,418.640433,418.640433,418.640433,3.179298375,3.179298375,3.179298375,3.179298375,12.2298334,12.2298334,12.2298334,12.2298334,3.737861009,3.737861009,3.737861009,3.737861009,3.246443269,3.246443269,3.246443269,3.246443269,287.6456816,,287.6456816,287.6456816,287.6456816,1122,1122,1122,1122,1103.410096,1103.410096,1103.410096,1103.410096,0.961,0.961,0.961,0.961,10207.82502,10207.82502,10207.82502,10207.82502,1122,1122,1122,1122,0.60185061,0.60185061,0.60185061,0.60185061,872,872,872,872,0.999070628,0.999070628,0.999070628,0.999070628,329.8743486,329.8743486,329.8743486,329.8743486,250,250,250,250,0.109841789,0.109841789,0.109841789,0.109841789,307.4860125,307.4860125,307.4860125,307.4860125,1.386214542,1.386214542,1.386214542,1.386214542,0.184502108,0.184502108,0.184502108,0.184502108,0.88238091,0.88238091,0.88238091,0.88238091,0.88238091,0.88238091,0.88238091,0.88238091
33.04770813,reserve_climb,3523.916563,71.59814696,180,189.6493243,968.4996461,0.759013409,0.043061762,0.026509957,0.013051804,369257.3757,40460.07559,20949.39681,37653.77327,5.047055584,1000,3488,1218.022914,42.38102696,4488,,0.239899376,0.240099152,0.017963454,0.000199776,0.239899376,0.239899376,0.239899376,664.8323448,664.8323448,664.8323448,664.8323448,440.9265816,440.9265816,440.9265816,440.9265816,3.165868309,3.165868309,3.165868309,3.165868309,12.2298334,12.2298334,12.2298334,12.2298334,3.936844479,3.936844479,3.936844479,3.936844479,3.23153014,3.23153014,3.23153014,3.23153014,287.6456816,,287.6456816,287.6456816,287.6456816,1122,1122,1122,1122,1103.410096,1103.410096,1103.410096,1103.410096,0.961,0.961,0.961,0.961,10115.0189,10115.0189,10115.0189,10115.0189,1122,1122,1122,1122,0.60185061,0.60185061,0.60185061,0.60185061,872,872,872,872,0.999070628,0.999070628,0.999070628,0.999070628,330.0368762,330.0368762,330.0368762,330.0368762,250,250,250,250,0.109841789,0.109841789,0.109841789,0.109841789,304.5057285,304.5057285,304.5057285,304.5057285,1.400128682,1.400128682,1.400128682,1.400128682,0.18822458,0.18822458,0.18822458,0.18822458,0.882849722,0.882849722,0.882849722,0.882849722,0.882849722,0.882849722,0.882849722,0.882849722
33.73335015,reserve_climb,4185.077649,73.77343178,180,191.5432366,959.6735896,0.758734166,0.043077756,0.026537846,0.013039909,369121.5249,40112.33694,20957.17778,37639.92035,4.950184038,1000,3488,1206.572322,56.23394869,4488,,0.231887936,0.232075416,0.016678797,0.00018748,0.231887936,0.231887936,0.231887936,661.657579,661.657579,661.657579,661.657579,461.8268018,461.8268018,461.8268018,461.8268018,3.150750376,3.150750376,3.150750376,3.150750376,12.2298334,12.2298334,12.2298334,12.2298334,4.123453588,4.123453588,4.123453588,4.123453588,3.216035887,3.216035887,3.216035887,3.216035887,287.6456816,,287.6456816,287.6456816,287.6456816,1122,1122,1122,1122,1103.410096,1103.410096,1103.410096,1103.410096,0.961,0.961,0.961,0.961,10028.08423,10028.08423,10028.08423,10028.08423,1122,1122,1122,1122,0.60185061,0.60185061,0.60185061,0.60185061,872,872,872,872,0.99906208,0.99906208,0.99906208,0.99906208,330.2545298,330.2545298,330.2545298,330.2545298,250,250,250,250,0.109841789,0.109841789,0.109841789,0.109841789,301.6430804,301.6430804,301.6430804,301.6430804,1.414110915,1.414110915,1.414110915,1.414110915,0.19200272,0.19200272,0.19200272,0.19200272,0.883724363,0.883724363,0.883724363,0.883724363,0.883724363,0.883724363,0.883724363,0.883724363
34.41899217,reserve_climb,4838.647508,75.97048566,180,193.4428544,947.0981245,0.758457508,0.043094096,0.02656596,0.013028136,368986.9315,39698.8636,20965.12735,37626.19565,4.835557841,1000,3488,1195.592868,69.95865246,4488,,0.22359145,0.223693116,0.015832726,0.000101666,0.22359145,0.22359145,0.22359145,658.1951074,658.1951074,658.1951074,658.1951074,471.7922356,471.7922356,471.7922356,471.7922356,3.134262416,3.134262416,3.134262416,3.134262416,12.2298334,12.2298334,12.2298334,12.2298334,4.212430675,4.212430675,4.212430675,4.212430675,3.200556032,3.200556032,3.200556032,3.200556032,287.6456816,,287.6456816,287.6456816,287.6456816,1122,1122,1122,1122,1103.410096,1103.410096,1103.410096,1103.410096,0.961,0.961,0.961,0.961,9924.7159,9924.7159,9924.7159,9924.7159,1122,1122,1122,1122,0.60185061,0.60185061,0.60185061,0.60185061,872,872,872,872,0.99906208,0.99906208,0.99906208,0.99906208,330.4993678,330.4993678,330.4993678,330.4993678,250,250,250,250,0.109841789,0.109841789,0.109841789,0.109841789,298.8982169,298.8982169,298.8982169,298.8982169,1.428135269,1.428135269,1.428135269,1.428135269,0.195829954,0.195829954,0.195829954,0.195829954,0.88295315,0.88295315,0.88295315,0.88295315,0.88295315,0.88295315,0.88295315,0.88295315
35.10463419,reserve_climb,5483.912906,78.18935687,180,195.3456266,936.0940569,0.758183317,0.043110703,0.026594225,0.013016478,368853.5387,39324.38494,20973.20645,37612.59336,4.731159875,1000,3488,1185.146726,83.56093715,4488,,0.215197637,0.2152198,0.015737616,2.22E-05,0.215197637,0.215197637,0.215197637,654.7711326,654.7711326,654.7711326,654.7711326,472.7967531,472.7967531,472.7967531,472.7967531,3.117957774,3.117957774,3.117957774,3.117957774,12.2298334,12.2298334,12.2298334,12.2298334,4.221399581,4.221399581,4.221399581,4.221399581,3.18593352,3.18593352,3.18593352,3.18593352,287.6456816,,287.6456816,287.6456816,287.6456816,1122,1122,1122,1122,1103.410096,1103.410096,1103.410096,1103.410096,0.961,0.961,0.961,0.961,9831.096235,9831.096235,9831.096235,9831.096235,1122,1122,1122,1122,0.60185061,0.60185061,0.60185061,0.60185061,872,872,872,872,0.99906208,0.99906208,0.99906208,0.99906208,330.7082269,330.7082269,330.7082269,330.7082269,250,250,250,250,0.109841789,0.109841789,0.109841789,0.109841789,296.2866815,296.2866815,296.2866815,296.2866815,1.442182912,1.442182912,1.442182912,1.442182912,0.199701406,0.199701406,0.199701406,0.199701406,0.882918239,0.882918239,0.882918239,0.882918239,0.882918239,0.882918239,0.882918239,0.882918239
35.79027621,reserve_climb,6123.13975,80.43009705,180,197.2578429,928.4915573,0.757911453,0.043127625,0.026622695,0.01300493,368721.2779,39019.68769,20981.4393,37599.10651,4.646186394,1000,3488,1175.433691,97.04778621,4488,,0.206803985,0.206808162,0.016102656,4.18E-06,0.206803985,0.206803985,0.206803985,651.7626473,651.7626473,651.7626473,651.7626473,473.9714414,473.9714414,473.9714414,473.9714414,3.103631654,3.103631654,3.103631654,3.103631654,12.2298334,12.2298334,12.2298334,12.2298334,4.231887869,4.231887869,4.231887869,4.231887869,3.172973704,3.172973704,3.172973704,3.172973704,287.6456816,,287.6456816,287.6456816,287.6456816,1122,1122,1122,1122,1103.410096,1103.410096,1103.410096,1103.410096,0.961,0.961,0.961,0.961,9754.921924,9754.921924,9754.921924,9754.921924,1122,1122,1122,1122,0.60185061,0.60185061,0.60185061,0.60185061,872,872,872,872,0.99906208,0.99906208,0.99906208,0.99906208,330.8372857,330.8372857,330.8372857,330.8372857,250,250,250,250,0.109841789,0.109841789,0.109841789,0.109841789,293.8584228,293.8584228,293.8584228,293.8584228,1.456300278,1.456300278,1.456300278,1.456300278,0.203630251,0.203630251,0.203630251,0.203630251,0.884400359,0.884400359,0.884400359,0.884400359,0.884400359,0.884400359,0.884400359,0.884400359
36.47591823,reserve_climb,6754.486331,82.6927927,180,199.1736163,913.3071035,0.757641735,0.04314473,0.026651244,0.012993485,368590.0608,38581.71911,20989.76057,37585.7261,4.52608051,1000,3488,1166.5191,110.4282029,4488,,0.198352017,0.198393666,0.016385607,4.16E-05,0.198352017,0.198352017,0.198352017,649.2820107,649.2820107,649.2820107,649.2820107,479.3697233,479.3697233,479.3697233,479.3697233,3.091819098,3.091819098,3.091819098,3.091819098,12.2298334,12.2298334,12.2298334,12.2298334,4.280086815,4.280086815,4.280086815,4.280086815,3.161914141,3.161914141,3.161914141,3.161914141,287.6456816,,287.6456816,287.6456816,287.6456816,1122,1122,1122,1122,1103.410096,1103.410096,1103.410096,1103.410096,0.961,0.961,0.961,0.961,9645.429777,9645.429777,9645.429777,9645.429777,1122,1122,1122,1122,0.60185061,0.60185061,0.60185061,0.60185061,872,872,872,872,0.999059578,0.999059578,0.999059578,0.999059578,330.9881586,330.9881586,330.9881586,330.9881586,250,250,250,250,0.109841789,0.109841789,0.109841789,0.109841789,291.6297751,291.6297751,291.6297751,291.6297751,1.470443904,1.470443904,1.470443904,1.470443904,0.207604783,0.207604783,0.207604783,0.207604783,0.882600332,0.882600332,0.882600332,0.882600332,0.882600332,0.882600332,0.882600332,0.882600332
37.16156025,reserve_climb,7379.648941,84.977489,180,201.0976954,910.0990223,0.757373973,0.04316204,0.026679904,0.012982135,368459.7958,38371.15194,20998.18171,37572.44276,4.468160729,1000,3488,1158.422727,123.7115405,4488,,0.189776378,0.189845908,0.016377014,6.95E-05,0.189776378,0.189776378,0.189776378,647.2120317,647.2120317,647.2120317,647.2120317,487.1923914,487.1923914,487.1923914,487.1923914,3.081962056,3.081962056,3.081962056,3.081962056,12.2298334,12.2298334,12.2298334,12.2298334,4.349932066,4.349932066,4.349932066,4.349932066,3.152465108,3.152465108,3.152465108,3.152465108,287.6456816,,287.6456816,287.6456816,287.6456816,1122,1122,1122,1122,1103.410096,1103.410096,1103.410096,1103.410096,0.961,0.961,0.961,0.961,9592.787984,9592.787984,9592.787984,9592.787984,1122,1122,1122,1122,0.60185061,0.60185061,0.60185061,0.60185061,872,872,872,872,0.999059578,0.999059578,0.999059578,0.999059578,331.2598459,331.2598459,331.2598459,331.2598459,250,250,250,250,0.109841789,0.109841789,0.109841789,0.109841789,289.6056816,289.6056816,289.6056816,289.6056816,1.48464885,1.48464885,1.48464885,1.48464885,0.211635211,0.211635211,0.211635211,0.211635211,0.886064214,0.886064214,0.886064214,0.886064214,0.886064214,0.886064214,0.886064214,0.886064214
37.84720227,reserve_climb,8000,87.28429999,180,203.0340947,898.5649728,0.757107999,0.043179567,0.026708694,0.012970874,368330.4002,38016.58137,21006.70878,37559.24808,4.371637221,1000,3488,1151.002789,136.9062229,4488,,0.181062687,0.181131462,0.016207851,6.88E-05,0.181062687,0.181062687,0.181062687,645.243982,645.243982,645.243982,645.243982,494.9299113,494.9299113,494.9299113,494.9299113,3.07259039,3.07259039,3.07259039,3.07259039,12.2298334,12.2298334,12.2298334,12.2298334,4.419017065,4.419017065,4.419017065,4.419017065,3.143456056,3.143456056,3.143456056,3.143456056,287.6456816,,287.6456816,287.6456816,287.6456816,1122,1122,1122,1122,1103.410096,1103.410096,1103.410096,1103.410096,0.961,0.961,0.961,0.961,9504.145342,9504.145342,9504.145342,9504.145342,1122,1122,1122,1122,0.60185061,0.60185061,0.60185061,0.60185061,872,872,872,872,0.999059578,0.999059578,0.999059578,0.999059578,331.6919171,331.6919171,331.6919171,331.6919171,250,250,250,250,0.109841789,0.109841789,0.109841789,0.109841789,287.7506973,287.7506973,287.7506973,287.7506973,1.498944752,1.498944752,1.498944752,1.498944752,0.215730567,0.215730567,0.215730567,0.215730567,0.885992287,0.885992287,0.885992287,0.885992287,0.885992287,0.885992287,0.885992287,0.885992287
37.84720227,reserve_cruise,8000,87.28429999,170,191.7544228,0,0.848799277,0.047527676,0.026843559,0.017184117,368330.3996,20624.29608,20624.29653,37559.24808,0,0,2321.962373,891.1937056,136.9062229,2321.962373,,0.181062687,0.181062687,0.016036522,0,0.181062687,0.181062687,0.181062687,658.7950797,658.7950797,658.7950797,658.7950797,46.79385372,46.79385372,46.79385372,46.79385372,3.137119427,3.137119427,3.137119427,3.137119427,1.169217687,1.169217687,1.169217687,1.169217687,0.417802265,0.417802265,0.417802265,0.417802265,3.143456056,3.143456056,3.143456056,3.143456056,27.5,,27.5,27.5,27.5,580.4905933,580.4905933,580.4905933,580.4905933,565.7342408,565.7342408,565.7342408,565.7342408,0.829,0.829,0.829,0.829,5156.07402,5156.07402,5156.07402,5156.07402,580.4905933,580.4905933,580.4905933,580.4905933,0.31138023,0.31138023,0.31138023,0.31138023,580.4905933,580.4905933,580.4905933,580.4905933,0.665074183,0.665074183,0.665074183,0.665074183,193.5841577,193.5841577,193.5841577,193.5841577,0,0,0,0,0,0,0,0,222.7984264,222.7984264,222.7984264,222.7984264,1.513420645,1.513420645,1.513420645,1.513420645,,,,,0.882967997,0.882967997,0.882967997,0.882967997,0.882967997,0.882967997,0.882967997,0.882967997
