DISA,Altitude,Mach,FRAC,power_kW,FuelFlow_kgph,JetThrust_N
0,2285.999926848002,0.1,0.7,672.0910336756001,232.2207818213735,469.50864506053205
0,2285.999926848002,0.1,0.8,768.085707103,251.6294303879162,531.8311693302301
0,2285.999926848002,0.1,0.9,864.1152396184,272.4397710166016,595.8444842630281
0,2285.999926848002,0.1,1.0,960.1125176302002,294.5803317950649,659.498082320154
0,2285.999926848002,0.15,0.0,4.9461353172,97.76739641721854,0.0
0,2285.999926848002,0.15,0.5,480.0413833886001,195.9646404570444,298.57952935641606
0,2285.999926848002,0.15,0.6,576.0418166074,213.7288956197042,351.8042395929601
0,2285.999926848002,0.15,0.7,672.0528183336,231.9940291442439,408.38429466450003
0,2285.999926848002,0.15,0.8,768.0757400954,251.2715257925247,467.703689941488
0,2285.999926848002,0.15,0.9,864.0768749272,271.87607297478,529.2621265585501
0,2285.999926848002,0.15,1.0,960.0875754932001,293.7496763125284,590.6776569909599
0,2285.999926848002,0.2,0.0,6.6906742958,98.07171041177538,0.0
0,2285.999926848002,0.2,0.5,480.0684796006,195.6926284732832,244.39692296665802
0,2285.999926848002,0.2,0.6,576.0753742238002,213.5092246362152,294.003184606824
0,2285.999926848002,0.2,0.7,672.0848225542,231.7466026187971,347.1639672496382
0,2285.999926848002,0.2,0.8,768.0904649418001,250.8405212016693,403.45391875404005
0,2285.999926848002,0.2,0.9,864.1304658514001,271.1010988699084,462.652592898804
0,2285.999926848002,0.2,1.0,960.1267419106,292.6600578387009,521.7291171430801
0,2285.999926848002,0.25,0.0,8.9042953142,98.49990936632497,0.0
0,2285.999926848002,0.25,0.5,480.057310414,195.3817679940125,190.120825223406
0,2285.999926848002,0.25,0.6,576.0596474248,213.2218646943663,236.15732892813602
0,2285.999926848002,0.25,0.7,672.066792331,231.4238632148236,285.890569901244
0,2285.999926848002,0.25,0.8,768.0941715920001,250.2507813157036,339.08827543899
0,2285.999926848002,0.25,0.9,864.1016168378001,270.2566509971877,395.614345578144
0,2285.999926848002,0.25,1.0,960.108310414,291.2509126179806,452.47449305289007
0,2285.999926848002,0.3,0.0,11.622819203600002,98.9733891481448,0.0
0,2285.999926848002,0.3,0.5,480.05665967820005,194.9998487050712,135.750741929418
0,2285.999926848002,0.3,0.6,576.045222918,212.8498968294475,178.27580786631
0,2285.999926848002,0.3,0.7,672.087828412,231.0228555872267,224.614006754676
0,2285.999926848002,0.3,0.8,768.0777431800001,249.7171228105779,274.58495170814405
0,2285.999926848002,0.3,0.9,864.0999140928002,269.4580907401796,328.197230015424
0,2285.999926848002,0.3,1.0,960.1029018394001,289.8210654785449,382.81296848302213
0,2285.999926848002,0.35,0.0,14.845171798600003,99.55827472657172,0.0
